,headline,date,snippet,source
445,BRIEF-Chimata Gold Enters Into A Binding Letter Of Intent With Zimbabwe Lithium Company Ltd,14/02/2018,INTO A BINDING LETTER OFINTENT WITHZIMBABWE LITHIUM COMPANY LIMITED,reuters
446,BRIEF-Lithium Chile Finalizes Terms Of Property Spin Out,14/02/2018,Feb 14 (Reuters) - Lithium Chile Inc:* LITHIUM CHILE FINALIZES TERMS,reuters
447,"FMC profit beat fueled by higher lithium prices, China expansion",12/02/2018,"in the company's lithium business doubled on expansion in China and higher prices chemicals producer, reiterated plans to list FMC Lithium in the second half",reuters
448,RPT-COLUMN-Why Tesla is turning to Chile for its lithium: Andy Home,07/02/2018,"are those of the author, a columnist for Reuters.)* Global X Lithium ETF: http://tmsnrt.rs/2sfGPtq* Lithium carbonate prices: http://tmsnrt.rs",reuters
449,COLUMN-Why Tesla is turning to Chile for its lithium: Andy Home,07/02/2018,"for Reuters.)* Global X Lithium ETF: http://tmsnrt.rs/2sfGPtq* Lithium, is turning to Chile to secure thelithium it needs to power its mass",reuters
450,BRIEF-Canada's Lithium X Energy's Shareholders Agreed To Be Acquired By Tibet Summit Resources' JV,07/02/2018,OF CANADA'S LITHIUM X ENERGYHAVEAGREED TO BE ACQUIRED BY ITS JOINT,reuters
451,BRIEF-Jiangsu Guotai International Group Guomao unit revises investment amount of lithium-ion battery project to 150 mln yuan,07/02/2018,* Says new material unit revised investment amount oflithium-ion,reuters
452,BRIEF-Lithium X Energy Announces Securityholder Approval Of Plan Of Arrangement With Nextview,06/02/2018,Feb 6 (Reuters) - Lithium X Energy Corp:* LITHIUM X ENERGY CORP,reuters
453,"BRIEF-Lithium Chile To Spin Out Chilean Copper Gold Assets And Complete $4,000,000 Private Placement",30/01/2018,"Jan 30 (Reuters) - Lithium Chile Inc:* LITHIUM CHILE TO SPIN OUT* LITHIUM CHILE INC - INTENDS TO COMPLETE, A NON-BROKEREDPRIVATE",reuters
454,Chile open to increasing SQM lithium quota to satisfy Tesla: Corfo,29/01/2018,an additional quota of lithium for local miner SQM ,reuters
455,Chile open to increasing SQM lithium quota to satisfy Tesla -Corfo,29/01/2018,"anadditional quota of lithium for local miner SQMto meet potential additional interest in buying ""important volumes"" oflithium hydroxide, a key ingredient",reuters
456,BRIEF-Lithium Energi Exploration Inc. Secures $16 Mln Funding Package From Leading Institutional Investor,26/01/2018,Jan 26 (Reuters) - Lithium Energi Exploration Inc:* LITHIUM ENERGIINSTITUTIONAL INVESTOR* LITHIUM ENERGI EXPLORATION INC - ‍HAS SECURED A $16,reuters
457,BRIEF-Standard Lithium Announces $20 Million Bought Deal Private Placement Of Units,23/01/2018,Jan 23 (Reuters) - Standard Lithium Ltd:* STANDARD LITHIUM ANNOUNCES $20 MILLION BOUGHT DEAL PRIVATEPLACEMENT OF UNITS* STANDARD LITHIUM,reuters
458,BRIEF-Lithium Americas Corp Files For Mixed Shelf Of Up to $500 Million,18/01/2018,Jan 18 (Reuters) - Lithium Americas Corp:* LITHIUM AMERICAS CORP,reuters
459,BRIEF-Henan Yicheng New Energy acquires 70 pct stake in lithium battery firm,17/01/2018,percent stake in a Henan-based lithium batteryfirm hasbeen transferred,reuters
460,"Chile's Corfo, SQM strike deal in lithium dispute",17/01/2018,"on Wednesday that it had struck a deal with lithiumcompany SQM, putting Atacama, home to one of theworld's richest lithium deposits.SQM",reuters
461,Chinese firm Yongxing jumps on battery bandwagon with lithium project,17/01/2018,"-grade lithium, in a bid to secure a slice of the world'sbiggest electric of battery-grade lithium carbonateat a plant in Jiangxi, with start",reuters
462,BRIEF-Ningbo Shanshan's Energy Unit Plans High Density Lithium Battery Material Project,16/01/2018,HIGH DENSITY LITHIUM BATTERYMATERIALPROJECT WITH ACCUMULATIVE,reuters
463,GS Yuasa to set up Hungary plant for automotive lithium ion batteries,11/01/2018,automotive lithium ion batteries.The company will assemble batteries,reuters
464,BRIEF-Lithium Exploration Group Engaged Bitcoin And Blockchain Expert Ben Kraus To Evaluate Entry Into Bitcoin Mining Space,10/01/2018,Jan 10 (Reuters) - Lithium Exploration Group Inc:* LITHIUM,reuters
465,BRIEF-Ultra Lithium Signs Mou For Trial Production Of Lithium Carbonate,02/01/2018,Jan 2 (Reuters) - Ultra Lithium Inc:* ULTRA LITHIUM SIGNS MOU FOR TRIAL PRODUCTION OF LITHIUMCARBONATE* ULTRA LITHIUM INC - UNDER TERMS,reuters
466,BRIEF-Lithium Americas Provides Update On NYSE Listing,29/12/2017,Dec 29 (Reuters) - Lithium Americas Corp:* LITHIUM AMERICAS PROVIDES UPDATE ON NYSE LISTING* LITHIUM AMERICAS - INTENDS TO LIST DIRECTLY,reuters
467,Bolivia seeks investors to power up lagging lithium output,29/12/2017,global lithium demand can lure foreign investors to the country where and other countries for lithium-ion batteries.The country is eager,reuters
468,BRIEF-New Sea Union Telecom To Set Up Fund With Partners To Acquire Stake In Canada's Lithium Mine,27/12/2017,WITH PARTNERS A FUND AIMED AT ACQUIRING STAKE IN CANADA'SMOLBLAN LITHIUM MINE,reuters
469,BRIEF-BYD'S JV With Qinghai Salt Lake Plans Lithium Battery Project Worth 4.8 Billion Yuan,26/12/2017,PLANS LITHIUM BATTERYPROJECTWITH TOTAL INVESTMENT OF 4.8 BILLION YUAN,reuters
470,BRIEF-BYD's JV With Qinghai Salt Lake Plans Lithium Battery Project Worth 484.9 Million Yuan,26/12/2017,PLANS TO LITHIUMBATTERYPROJECT WITH TOTAL INVESTMENT OF 484.9 MILLION,reuters
471,BRIEF-Margaux Red Capital Enters Share Exchange Agreement With Sigma Lithium Resources,22/12/2017,"AND SIGMA LITHIUM RESOURCES INC.ANNOUNCE QUALIFYING TRANSACTION WITH SIGMA LITHIUM RESOURCES INC* AS PER AGREEMENT, CO WILL ACQUIRE ALL",reuters
472,"BRIEF-Liberty One Lithium Plans To Examine Short-List Of Prospective Lithium Properties In LATAM, Continental U.S. In Q1 2018",22/12/2017,Dec 22 (Reuters) - Liberty One Lithium Corp:* LIBERTY ONE LITHIUM SAYS PLANS UNDERWAY TO EXAMINESHORT-LIST OFPROSPECTIVE LITHIUM,reuters
473,"Be careful of lithium ion batteries, Europe warns Christmas air travellers",19/12/2017,"devices containing lithium ion batteries over the busy Christmas travel period. Lithium ion batteries, found in devices such as laptops",reuters
474,BRIEF-Nemaska Lithium ‍Submits Rehabilitation & Reclamation Plan For Whabouchi Mine Project,19/12/2017,Dec 19 (Reuters) - Nemaska Lithium Inc:* NEMASKA LITHIUM* NEMASKA LITHIUM INC - REHABILITATION AND RECLAMATION PLANWASAPPROVED,reuters
475,BRIEF-Sienna Resources To Raise $2 Million For Cobalt And Lithium Project Development,18/12/2017,$2 MILLION FOR COBALT ANDLITHIUMPROJECT DEVELOPMENTSource text for Eikon:Further company coverage:,reuters
476,"CORRECTED-Chile's Corfo, SQM make new effort to settle lithium mining claims",18/12/2017,"and Pampa Calichera, which controls lithium giant SQM, have agreed to suspend.If the negotiations are successful, Chile would be able toexpand its lithium",reuters
477,BRIEF-Nextview To Acquire Lithium X Energy Corp,18/12/2017,Dec 18 (Reuters) - Lithium X Energy Corp:* NEXTVIEW TO ACQUIRE LITHIUM X ENERGY CORP.* LITHIUM X ENERGY CORP - DEAL FOR CASH OFFER,reuters
478,REFILE-BRIEF-Tibet Summit Resources' Joint Company Nextview New Energy To Buy Canada-Listed Lithium X Energy,18/12/2017,LION HONG KONGPLANS TOBUY LITHIUM X ENERGY FOR UP TO C$265 MILLION,reuters
479,BRIEF-Nemaska Lithium Signs Deal For Sale Of Sirmac Property To Abe Resources,14/12/2017,Dec 14 (Reuters) - Abe Resources Inc:* NEMASKA LITHIUM SIGNS DEAL FOR WHABOUCHI LITHIUM MINE* NEMASKA LITHIUM - SIGNING OF DEFINITIVE,reuters
480,BRIEF-Pure Energy Minerals Receives Permit For Drilling At Terra Cotta Lithium Project,13/12/2017,RECEIVES PERMIT FOR DRILLING AT TERRACOTTALITHIUM PROJECTSource text for Eikon:Further company coverage:,reuters
481,BRIEF-Richmond Road Capital And North American Lithium Terminate Qualifying Transaction And Subscription Receipt Financing,06/12/2017,CORP AND NORTH AMERICAN LITHIUM INC.ANNOUNCE TERMINATION- ‍NORTH AMERICAN LITHIUM WAS NOT ABLE TOOBTAINREQUISITE SHAREHOLDER,reuters
482,Chinese firms show interest in lithium producer SQM: Potash Corp CEO,29/11/2017,""" in buying Potash Corp of Saskatchewan's stake in Chilean lithium and actual bidders is coming from those who are interested in lithium",reuters
483,Codelco CEO seeks to learn about lithium mining on China trip,28/11/2017,"institutes in China to learn about lithium extraction on his current at ""analyzing or getting to know the technology to extract lithium",reuters
484,BRIEF-Lithium Americas appoints new independent director,27/11/2017,Nov 27 (Reuters) - Lithium Americas Corp:* LITHIUM AMERICAS APPOINTS,reuters
485,Chile lithium miner SQM says legal dispute could linger through 2018,23/11/2017,") - Chilean lithium and fertilizerproducer Sociedad Quimica Y Minera (SQM most productive lithiumdeposits, in question.Chief Executive",reuters
486,BRIEF-LSC Lithium to acquire Mina Teresa in Jujuy province,23/11/2017,Nov 23 (Reuters) - Lsc Lithium Corp* Lsc lithium to acquire Mina,reuters
487,BRIEF-Argentina Lithium announces non-brokered private placement,21/11/2017,Nov 21 (Reuters) - Argentina Lithium & Energy Corp:* Argentina Lithium announces non-brokered private placement* Says announces non,reuters
488,"RPT-Rio Tinto, China's private equity prepare to bid for lithium producer SQM",21/11/2017,"GSR Capital are considering a bid for a stake in Chileanlithium as demand rises for lithium, essential for batteriesused in electric vehicles",reuters
489,"Rio Tinto, China's private equity prepare to bid for lithium producer SQM",21/11/2017,are considering a bid for a stake in Chilean lithium producer SQM significant interest from potential aquirers as demand rises for lithium,reuters
490,BRIEF-LSC Lithium appoints new chairman,15/11/2017,Nov 15 (Reuters) - LSC Lithium Corp* LSC Lithium announces changes to the board of directors* LSC Lithium Corp- ‍Wayne Richardson,reuters
491,CORRECTED-FEATURE-Argentina seeks to overtake Chile in South America lithium race,14/11/2017,"and for lithiumminers like Australia's Orocobre Ltd, that is exactlywhat they are.The mid-cap miner is one of several lithium producers",reuters
492,BRIEF-Ultra Lithium announces $1.2 mln private placement to fund exploration of Argentine properties​,10/11/2017,"Nov 10 (Reuters) - Ultra Lithium Inc-* Ultra Lithium announces $1,200,000 private placement* Ultra Lithium Inc - ‍intends to complete",reuters
493,FMC Corp announces $300 mln lithium investment in Argentina,09/11/2017,"it would invest $300 million investment todouble its lithium output of lithium to 40,000 metric tonnes per year in twoyears, unit",reuters
494,BRIEF-LSC Lithium acquires strategically located Stella Marys in Salinas Grandes,06/11/2017,Nov 6 (Reuters) - LSC Lithium Corp* LSC Lithium acquires,reuters
495,BRIEF-Lithium Americas Corp applies to list its common shares on NYSE stock exchange​,03/11/2017,"Nov 3 (Reuters) - Lithium Americas Corp* Lithium Americas Corp​* Lithium Americas Corp - ‍in connection with planned U.S.listing, co",reuters
496,BRIEF-Lithium Americas Corp ‍has applied to list its common shares on NYSE American Stock Exchange,03/11/2017,Nov 3 (Reuters) - Lithium Americas Corp* Lithium Americas Corp* Lithium Americas Corp - ‍Currently anticipates that itscommonshares,reuters
497,BRIEF-NEO LITHIUM INCREASES BOUGHT DEAL FINANCING TO $30 MILLION,01/11/2017,Nov 1 (Reuters) - Neo Lithium Corp:* NEO LITHIUM CORP. INCREASES BOUGHT DEAL FINANCING TO $30MILLION* NEO LITHIUM CORP - ‍ HAS INCREASED,reuters
498,LMEWEEK-Chile sees Codelco's first lithium output in 6 to 7 years,01/11/2017,"first lithium in the next sixto seven years, as the race heats up of Chile's 7.5 million tonnes in reserves of lithium, akey component",reuters
499,LMEWEEK-Chile sees Codelco's first lithium output 'in 6 to 7 years',01/11/2017,"to produce its first lithium in the next six to sevenyears, mining potential strategicpartners to develop the country's lithium reserves",reuters
500,BRIEF-Bearing Lithium announces the appointment of Lee Sungwon to board of directors,01/11/2017,Nov 1 (Reuters) - Bearing Lithium Corp* Bearing announces,reuters
501,BRIEF-Neo Lithium Corp announces $20 mln bought deal financing,31/10/2017,Oct 31 (Reuters) - Neo Lithium Corp-* Neo Lithium Corp. announces $20 million bought dealfinancing* Neo Lithium - ‍net proceeds,reuters
502,LMEWEEK-Codelco's lithium a magnet for more than 10 firms - chairman,31/10/2017,"* Codelco seeks partners to value lithium assets in Chile* Lithium of theworld's largest copper producers, to exploit its lithium assets",reuters
503,Buyers circle Potash Corp stake in lithium producer SQM,26/10/2017,"in Chilean lithium producer SQM SA , Potash's chief on the interest in lithium,"" Potash CEO Jochen Tilk  said",reuters
504,Savannah Resources seeks pole position in European lithium race,25/10/2017,"to begin mining lithium in Portugal at the end of 2019, making are springing up across the continent.So far, lithium production has",reuters
505,China's Sinochem says no plans to bid for stake in Chilean lithium producer SQM,23/10/2017,"for a stake in Chilean lithium producer SQM being sold by Canada's PotashCorp Minera (SQM), one of the world's largest lithium producers. It cited",reuters
506,China's Sinochem says has no plans to bid for stake in Chilean lithium producer SQM,23/10/2017,"in Chilean lithium producer SQMbeing sold by Canada's PotashCorp.""Up",reuters
507,Jiangxi Special Electric plans to take stake in Australian lithium miner,19/10/2017,"lithium mining and explorationcompany, the latest electric vehicle company vehicles and lithiumbatteries, said its German division had agreed",reuters
508,Battery startup taps carbon in race to replace lithium-ion cells,16/10/2017,"and safer than lithium-ion cells, startup Zap&Go will do all that with its-ion battery in 2018, in partnership with Chinese lithium-ion battery",reuters
509,BRIEF-Southern Lithium appoints Yari Nieken as CEO,13/10/2017,Oct 13 (Reuters) - Southern Lithium Corp* Southern Lithium announces appointment of Yari Nieken asnew CEO* Southern Lithium Corp,reuters
510,"BRIEF-Lithium X announces c$13,015,000 bought deal offering of units",11/10/2017,"Oct 11 (Reuters) - Lithium X Energy Corp:* Lithium X Energy Corp announces c$13,015,000 bought dealoffering of units* Lithium X Energy",reuters
511,BRIEF-Nemaska Lithium provides project financing update,10/10/2017,Oct 10 (Reuters) - Nemaska Lithium Inc:* Nemaska Lithium processes,reuters
512,BRIEF-Citic Guoan Wine to buy lithium producer for 2.7 bln yuan via share issue,09/10/2017,lithium producer for 2.7 billion yuan($407.70 million) via share issue,reuters
513,BRIEF-Southern lithium corp announces resignation of Clive H. Massey as CEO and director of co,04/10/2017,Oct 4 (Reuters) - Southern Lithium Corp* Southern Lithium Corp - resignation of Clive H. Massey as CEO and directorof Southern Lithium,reuters
514,BRIEF-Southern Lithium announces amendment to definitive agreement with Millennial Lithium,29/09/2017,Sept 29 (Reuters) - Southern Lithium Corp* Southern Lithium announces amendment to definitiveagreement with Millennial Lithium* Southern,reuters
515,China's Great Wall secures lithium supply with Pilbara deal,29/09/2017,"lithium miner Pilbara Minerals Ltd , the firm said late Development Ltd.Pilbara owns the Pilgangoora Lithium-Tantalum",reuters
516,BRIEF-BEARING LITHIUM REPORTS THAT LI3 ENERGY SHAREHOLDERS APPROVED THE ACQUISITION,28/09/2017,Sept 28 (Reuters) - Bearing Lithium Corp:* BEARING LITHIUM REPORTS THAT LI3 ENERGY SHAREHOLDERSAPPROVED THE ACQUISITION* BEARING LITHIUM,reuters
517,Chile sees no obstacle to Albemarle request to hike lithium output cap,28/09/2017,""" to Albemarle Corp's request for anincrease in its annual lithium",reuters
518,Albemarle asks Chile to raise lithium production limit,15/09/2017,"to increase the U.S. miner's lithium productionlimit in the country, it said development agency CORFO to raiseits lithium production quota to 125,000",reuters
519,BRIEF-LSC Lithium provides update on private placement financing and grants stock options,15/09/2017,Sept 15 (Reuters) - LSC Lithium Corp* LSC Lithium provides update on private placement financingand grants stock options* LSC Lithium,reuters
520,BRIEF-Millennial Lithium announces upsize to previously announced public offering to C$10 million,14/09/2017,Sept 15 (Reuters) - Millennial Lithium Corp* Millennial Lithium Corp million* Millennial Lithium Corp - co ‍increased size of offeringfrom C,reuters
521,Minmetals boosts battery prospects with lithium extraction,14/09/2017,"lithium carbonate from a salt lake innorthwest China, in a boost to its bid company's first 150 kilograms of lithiumcarbonate from Yiliping salt lake",reuters
522,"BRIEF-Dajin Resources, Enirgi sign MoU for exclusive access to Lithium DXP technology in USA",07/09/2017,Group sign MoU for exclusiveaccess to Lithium DXP technology in USA forsourcing and delivering of lithium bearing brine from theircurrent,reuters
523,"BRIEF-Ultra Lithium begins exploration in Argentina, appoints project team and incorporates Argentine subsidiary",06/09/2017,Sept 6 (Reuters) - Ultra Lithium Inc* Ultra Lithium begins subsidiary* Ultra Lithium Inc - Company has also incorporated a wholly,reuters
524,BRIEF-Novo Litio announces strategic lithium acquisition in Portugal,03/09/2017,"Sept 4 (Reuters) - Novo Litio Ltd* strategic lithium acquisitionLCT-type pegmatite occurrences around Sepeda Lithium Project,from",reuters
525,BRIEF-Enforcer Gold terminates option on Duval Lithium Property,01/09/2017,terminated its option to acquire aninterest in Duval Lithium Property,reuters
526,"BRIEF-American Lithium consolidated on a 1-for-10 basis, effective Aug 28​",24/08/2017,Aug 24 (Reuters) - American Lithium Corp* American Lithium announces,reuters
527,Lithium in drinking water may affect Alzheimer's risk,23/08/2017,"of lithium may reduce the risk of Alzheimer's disease and other forms, researchers report in JAMA Psychiatry.Lithium, used for years",reuters
528,BRIEF-Stria Lithium says expects to close final tranche for up to 7.5 mln additional units at $0.04/unit​,21/08/2017,Aug 21 (Reuters) - Stria Lithium Inc* Update on private placement* Stria Lithium - expect to proceed with closing of secondand final,reuters
529,BRIEF-LSC Lithium announces review of strategic alternatives,18/08/2017,Aug 18 (Reuters) - LSC Lithium Corp :* LSC Lithium announces review of strategic alternatives* LSC Lithium Corp - ‍In connection,reuters
530,BRIEF-LSC Lithium announces offering price for previously announced private placement,16/08/2017,Aug 16 (Reuters) - LSC Lithium Corp:* LSC Lithium announces offering price for previouslyannounced private placement* LSC Lithium says,reuters
531,BRIEF-European Lithium agreed to amend terms of sale agreement,15/08/2017,Aug 15 (Reuters) - Cervantes Corp Ltd:* Has agreed to amend terms of sale agreement with CervantesGold Pty for sale of its Paynes Find,reuters
532,BRIEF-American Lithium announces corporate restructuring,14/08/2017,Aug 14 (Reuters) - American Lithium Corp* American Lithium announces corporate restructuring* American Lithium announces corporate,reuters
533,Cornish Lithium project secures 1 million pounds for exploration,14/08/2017,"company CornishLithium has secured 1 million pounds ($1.30 million) to explorefor lithium in Cornwall, southwest England, its CEO said",reuters
534,Canada's MGX Minerals sets out to lead way from oil to petrolithium,11/08/2017,for conventional vehicles with lithium for electric vehicles produced from holder of lithium brine assets with around 2 million acres' worth,reuters
535,BRIEF-NRG Metals receives drilling permits for Salar Escondido lithium project,09/08/2017,permits for salarescondido lithium project* ‍has received permits to drill salar escondido lithiumproject in catamarca province,reuters
536,Chile short-lists seven companies for value-added lithium projects,08/08/2017,"companies to develop value-added lithium projects in the country, state ""lithium triangle,"" home to more than half the known global reserves",reuters
537,Lithium processors prepare to meet demand in era of electric car,07/08/2017,of processed lithium - an essential element for batteries used for battery-grade lithium compounds is expected to skyrocket in the next,reuters
538,REFILE-Lithium processors prepare to meet demand in era of electric car,07/08/2017,(Reuters) - Producers of processed lithium -an essential element shortfall.Demand for battery-grade lithium compounds is expected,reuters
539,BRIEF-Lithium Exploration Group in discussions to restructure all convertible debt,04/08/2017,Aug 4 (Reuters) - Lithium Exploration Group Inc* Lithium Exploration,reuters
540,BRIEF-Power Metals and MGX Minerals form partnership over lithium portfolio,02/08/2017,Minerals Inc form accretivepartnership over lithium portfolio* XMG,reuters
541,BRIEF-Wealth signs letter agreement to acquire interest in ‘Seven Salars’ lithium project in Chile,01/08/2017,to acquire interest in‘Seven Salars’ lithium project in Chile,reuters
542,BRIEF-LSC Lithium announces private placement & operational changes,28/07/2017,July 28 (Reuters) - LSC Lithium Corp* LSC Lithium announces private,reuters
543,BRIEF-Southern Lithium announces non-brokered private placement,26/07/2017,July 26 (Reuters) - Southern Lithium Corp* Southern Lithium announces non-brokered private placement* Southern Lithium Corp - Will issue,reuters
544,BRIEF-Nemaska Lithium receives final milestone payment from Johnson Matthey,26/07/2017,July 26 (Reuters) - Nemaska Lithium Inc* Nemaska Lithium receives of battery grade lithiumhydroxide from phase 1 plant* Johnson Matthey,reuters
545,BRIEF-LSC Lithium reports CEO resignation,25/07/2017,July 25 (Reuters) - LSC Lithium Corp:* LSC Lithium announces CEO resignation and appointment ofinterim CEO* LSC Lithium Corp,reuters
546,Lithium supply pipeline is filling but will it be enough? Andy Home,20/07/2017,"lithium, and lithium in the right chemical composition, to support lithium prices went ballistic and the rest of the world outside what",reuters
547,CORRECTED-RPT-COLUMN-Lithium supply pipeline is filling but will it be enough? Andy Home,20/07/2017,"in South America.Simply put, will there be enough lithium, and lithium in theright chemical composition, to support exponentially growing",reuters
548,CORRECTED-COLUMN-Lithium supply pipeline is filling but will it be enough? Andy Home,20/07/2017,"in South America.Simply put, will there be enough lithium, and lithium in theright chemical composition, to support exponentially growing",reuters
549,BRIEF-Rock Tech lithium welcomes Peter Kausch to its board,18/07/2017,July 18 (Reuters) - Rock Tech Lithium Inc* Rock Tech Lithium,reuters
550,BRIEF-Electrovaya completes first commercial delivery of replacement Forklift lithium ion ceramic batteries,18/07/2017,commercial delivery ofreplacement Forklift lithium ion ceramic,reuters
551,BRIEF-Electrovaya sells lithium ion cells to European electric vehicle producer,13/07/2017,July 13 (Reuters) - Electrovaya Inc* Electrovaya sells lithium ion order* Has sold Euro 1 million of lithium ion cells for electric,reuters
552,BRIEF-Millennial Lithium announces commencement of co's phase 1 drill program in Argentina,12/07/2017,"July 12 (Reuters) - Millennial Lithium Corp:* Announces commencement of co's phase 1 drill program at9,000 hectare cruz lithium project",reuters
553,Chile receives 12 bids for value-added lithium projects,10/07/2017,"countries have applied to manufacture lithium-linked products in Chile of South America's ""lithium triangle,"" home to more than half",reuters
554,BRIEF-Lithium Americas provides Cauchari-Olaroz development update,05/07/2017,"July 5 (Reuters) - Lithium Americas Corp* Lithium Mmericas provides stage of 25,000 tonnes per annum oflithium carbonate production capacity",reuters
555,Exclusive: China's GSR eyes substantial stake in $9 billion Chilean lithium miner SQM - sources,05/07/2017,"biggest lithium producers, according to two sources with knowledge of established lithium miners globally and a Chinese investment would go hand",reuters
556,"BRIEF-Southern Lithium is granted permit to drill Cruz Property, Salta Argentina",04/07/2017,July 4 (Reuters) - Southern Lithium Corp :* Southern Lithium,reuters
557,BRIEF-LSC Lithium acquires Lithea and its salar de pozuelos tenements in Northern Argentina,30/06/2017,June 30 (Reuters) - LSC Lithium Corp:* LSC Lithium acquires lithea Lithium Corp says aggregate purchase price was paid byissuance of 31.2,reuters
558,BRIEF-Lithium Americas Says Gary Cohn appointed independent director,30/06/2017,June 30 (Reuters) - Lithium Americas Corp* Lithium americas appoints independent director* Lithium americas appoints independent director,reuters
559,BRIEF-Lithium X to buy Aberdeen interest to consolidate Sal De Los Angeles project ownership,29/06/2017,June 29 (Reuters) - Lithium X Energy Corp:* Lithium X to acquire project* Lithium X Energy - ‍signed agreement with Aberdeen,reuters
560,BRIEF-Aberdeen agrees to sell remaining plasa investment to Lithium X,29/06/2017,"to sell remaining plasa investment toLithium X* Aberdeen International - In consideration for acquiring50% of plasa held by co, Lithium X",reuters
561,Australia backs lithium mine to spur battery push,27/06/2017,"(Reuters) - The Australian government will invest in a lithium mine in Western Australia, which will produce lithium concentrate, a key",reuters
562,BRIEF-Nemaska Lithium obtains receipt for its offering of 47.6 mln shares,22/06/2017,June 22 (Reuters) - Nemaska Lithium Inc-* Nemaska Lithium,reuters
563,BRIEF-Standard Lithium raises $7.4 million in oversubscribed financing,22/06/2017,June 22 (Reuters) - Standard Lithium Ltd:* Standard Lithium raises,reuters
564,BRIEF-Uranium Resources continues lithium business expansion,20/06/2017,"continues lithium business expansion* Uranium Resources says acquired third lithium explorationproject, through staking of 9,270 acres of federal",reuters
565,BRIEF-Nanfang Black Sesame to invest 300 mln yuan in lithium battery firm with partners,19/06/2017,to invest 300 million yuan ($44.02 million)in lithium battery firm,reuters
566,Australian lithium miner Neometals plans U.S listing,15/06/2017,(Reuters) - Australian lithium minerNeometals plans to list in New of lithium producers are volatile becauseof uncertainty surrounding supply,reuters
567,"Demand, not supply, is the great unknown for lithium and cobalt: Andy Home",15/06/2017,Battery materials such as lithium and cobalt are already bubbling difficult. VOLATILITY AHEADMetals such as cobalt and lithium find,reuters
568,BRIEF-Cervantes and European Lithium sign Paynes Find Gold Project deal,14/06/2017,entered into with EuropeanLithium announced on 22nd Dec 2016 has been,reuters
569,"RPT-COLUMN-Demand, not supply, is the great unknown for lithium and cobalt: Andy Home",14/06/2017,ofmultiple metals over the coming years.Battery materials such as lithium difficult.VOLATILITY AHEADMetals such as cobalt and lithium find,reuters
570,"COLUMN-Demand, not supply, is the great unknown for lithium and cobalt: Andy Home",14/06/2017,Battery materials such as lithium and cobalt are alreadybubbling such as cobalt and lithium find themselves on thefront-line,reuters
571,BRIEF-Standard Lithium receives orders of $6.5 mln for financing,14/06/2017,June 14 (Reuters) - Standard Lithium Ltd* Standard Lithium receives orders of $6.5 million forfinancing* Standard Lithium ‍received,reuters
572,BRIEF-Nemaska Lithium announces bought deal public offering of common shares,12/06/2017,June 12 (Reuters) - Nemaska Lithium Inc* Nemaska lithium announces update* Nemaska lithium inc - underwriters have agreed to purchase,reuters
573,Miners eye Europe's largest lithium deposit in Czech Republic,08/06/2017,"for lithium could start in the Czech Republic in two years, exploiting Europe's percent of the global lithium stock, according to the Czech Geological",reuters
574,"BRIEF-Lithium Americas appoints Wang Xiaoshen, Jonathan Evans as independent directors",08/06/2017,June 8 (Reuters) - Lithium Americas Corp:* Lithium Americas Corp directors* Lithium Americas Corp says Wang was appointed to board,reuters
575,RPT-Miners eye Europe's largest lithium deposit in Czech Republic,08/06/2017,"of global lithium resources* European Metals aims to start mining in 2019* Lithium demand seen surging, mainly due to electric cars",reuters
576,Risk of heart defect in babies of women on lithium is less than thought,07/06/2017,"By Gene Emery(Reuters Health) - One risk of taking lithium of Medicine.""Lithium was not significantly associated with cardiac",reuters
577,BRIEF-NRG Metals to acquire Hombre Muerto North Lithium Project adjacent to Lithium Production,05/06/2017,the hombre muerto northlithium project adjacent to lithium production,reuters
578,BRIEF-Wealth Minerals signs LOI with Atacama Lithium Chile for option to buy mining project,05/06/2017,"geophysical results at LagunaVerde lithium project, Chile* Signed LOI with Atacama Lithium Chile SPA in connectionwith grant of option",reuters
579,BRIEF-Volt Energy acquires Lac Saint Simon lithium property,05/06/2017,"Simon lithium property* For purchase of 100% of Lac Saint Simon lithium property,Volt will issue 2.5 million common shares to PUF",reuters
580,BRIEF-Liberty One Lithium appoints Patrick Whibley to board,30/05/2017,May 30 (Reuters) - Liberty One Lithium Corp* Liberty One Lithium,reuters
581,BRIEF-Macarthur Minerals locates further lithium in Nevada,23/05/2017,locates further lithium in Nevada inthe basin adjacent to Clayton Valley with surface grades up to187 ppm lithium and provides an update,reuters
582,BRIEF-Millennial enters into property option agreement with Liberty One Lithium,23/05/2017,May 23 (Reuters) - Millennial Lithium Corp* Millennial enters,reuters
583,BRIEF-Magnis Resources says lithium-ion battery manufacturing planned in New York,21/05/2017,15gwh lithium-ion batterymanufacturing plant will make use of existing of a joint manufacturing establishmentagreement for a 15gwh lithium,reuters
584,SQM says to expand lithium production as demand grows,18/05/2017,to expand its production of critical rechargeablebattery ingredient lithiumreserves in the so-called 'lithium triangle' in Chile andArgentina,reuters
585,BRIEF-Lithium battery materials provider Ningbo Shanshan elects chairman,12/05/2017,May 12 (Reuters) - Ningbo Shanshan Co Ltd* Says board elects Zhuang Wei as chairmanSource text in Chinese: http://bit.ly/2pETNKGFurther,reuters
586,BRIEF-Pure Energy enters agreements with Lithium X,11/05/2017,"agreements with Lithium X to expandClayton Valley properties and receive to investment, LithiumX will acquire units at a price of $0.56 per",reuters
