,headline,date,snippet,source
2190,"U.S. recalls over 500,000 hoverboards over battery fires",06/07/2016,"of the two-wheeleddevices' lithium-ion battery packs overheating, sparking",reuters
2191,BRIEF-Electrovaya's unit signs MOU,06/07/2016,of lithium ION batterymodulesSource text for Eikon: Further company coverage:,reuters
2192,BRIEF-Rodinia Lithium closes investment in Kombat Copper,05/07/2016,July 5 (Reuters) - Rodinia Lithium Inc :* Rodinia announces closing,reuters
2193,"As lithium market booms, explorer Neo Lithium eyes Toronto listing",05/07/2016,,reuters
2194,BRIEF-Pacific Imperial to issue shares to consultant gold exploration management as finder's fee,05/07/2016,Mines Inc acquires Eagle Mountain LithiumProspect* Co to issue common,reuters
2195,BRIEF-Pacific Imperial Mines acquires Eagle Mountain Lithium Prospect,05/07/2016,Mines Inc acquires Eagle Mountain LithiumProspect* Acquired by staking a 100 pct interest in Eagle MountainLithium Prospect located in Inyo,reuters
2196,"BRIEF-Lithium X increases private placement offering to total gross proceeds of $10,000,000",05/07/2016,July 5 (Reuters) - Lithium X Energy Corp* Lithium x increases,reuters
2197,CANADA STOCKS-Futures trade lower on global growth concerns,05/07/2016,"://link.reuters.com/mex49s)TOP STORIESNeo Lithium Corp, a small lithium",reuters
2198,Rio Tinto's new boss sees no BHP-style spin off for unloved assets,03/07/2016,"a move into lithium, which promises to benefit from the electric car revolution. Rio's lithium assets include the Jadar project in Serbia",reuters
2199,BRIEF-Nemaska Lithium to offer 43.5 mln units for proceeds of $50 mln,30/06/2016,June 30 (Reuters) - Nemaska Lithium says :* Will offer minimum,reuters
2200,BRIEF-Lithium X announces private placement of $8.25 million,30/06/2016,June 30 (Reuters) - Lithium X Energy Corp* Lithium X announces,reuters
2201,BRIEF-Rodinia announces investment in Kombat Copper and provides update on change of business,28/06/2016,June 28 (Reuters) - Rodinia Lithium Inc* Rodinia announces,reuters
2202,BRIEF-Nevada Energy says acquired 73.6 square km lithium prospect,28/06/2016,square km lithium prospectSource text for Eikon: Further company,reuters
2203,Swiss stocks - Factors to watch on June 27,27/06/2016,Temps.COMPANY STATEMENTS* Sonova said it was launching a lithium-ion,reuters
2204,BRIEF-Sonova to launch lithium-ion rechargeable hearing aid,27/06/2016,platform including the firstmainstream lithium-ion rechargeable hearing aid mainstream lithium-ion rechargeable hearing aidSource text for Eikon,reuters
2205,BRIEF-Bacanora Minerals announces proposed re-domicile to the UK,23/06/2016,will be exchanged forordinary shares in Bacanora Lithium Plc which will become in Bacanoralithium plcSource text for Eikon: Further company coverage: (Bengaluru Newsroom: +1-646-223-8780),reuters
2206,BRIEF-Stria Lithium announces a non-brokered private placement for $1 mln,23/06/2016,June 23 (Reuters) - Stria Lithium Inc :* Stria Lithium announces,reuters
2207,"BRIEF-US CPSC - HP recalls about 41,000 batteries for HP and Compaq notebook computers",23/06/2016,"4,500 sold in Mexico)* U.S. CPSC - Recall involves lithium-ion",reuters
2208,BRIEF-American Lithium launches drill campaign in Nevada,22/06/2016,June 22 (Reuters) - American Lithium Corp :* American Lithium launches comprehensive drill campaign inFish Lake Valley lithium brine,reuters
2209,"BRIEF-Stockport Exploration says entered cash, share option agreement with Sovereign Gold",22/06/2016,"lake lithium prospect in ontario , canada* Says stockport will be paid",reuters
2210,BRIEF-BYD in agreement to set up lithium products JV,21/06/2016,Industry Co Ltd on lithium productsSource text in Chinese: http://bit.ly,reuters
2211,BRIEF-Zhonghe to issue shares to Sichuan Yahua Industrial Group for stake acquisition,21/06/2016,"lithium materials co and 100 percent ina Sichuan-based lithium co, from",reuters
2212,BRIEF-Panasonic to begin mass-producing components for electric-car batteries ahead of schedule - Nikkei,20/06/2016,factoryit is building with Tesla - Nikkei* The lithium-ion-battery,reuters
2213,CDK names board member as Elliott ramps up pressure,20/06/2016,company Lithium Technologies and a former senior executive of Adobe,reuters
2214,BRIEF-North South Petroleum to buy option for working interest in lithium projects,20/06/2016,for working interest in fiveNevada-based lithium projects and water,reuters
2215,BRIEF-Nevada Sunrise options Nevada Lithium projects to North South Petroleum Corp,20/06/2016,June 20 (Reuters) -* Nevada sunrise options nevada lithium projects in 5 of itslithium exploration projectsSource text for Eikon,reuters
2216,"BRIEF-Wealth signs LOI to buy Pujsa Lithium Project, Salar De Pujsa, Chile",16/06/2016,"Pujsa Lithium Project, SalarDe Pujsa, ChileSource text for Eikon: Further company coverage:",reuters
2217,"BRIEF-Sony recalls Vaio laptop computer battery packs due to burn, fire hazards",15/06/2016,"1,700 units* Recall involves Panasonic lithium-ion battery packs",reuters
2218,BRIEF-Majescor says interim CEO C. Tucker Barrie resigned,15/06/2016,into an option agreement for the RupertLithium Project in the James Bay,reuters
2219,BRIEF-Nemaska Lithium conditionally approved for TSX listing,15/06/2016,June 15 (Reuters) - Nemaska Lithium Inc :* Nemaska Lithium,reuters
2220,Westpac commodity finance division expects revenue growth this year,15/06/2016,"is looking to develop a business inrenewables, such as for lithium",reuters
2221,Electric car startups fueled by Chinese money aim to catch Tesla,14/06/2016,", a lithium-ion battery pack, inverters and controllers.Rawlinson, who",reuters
2222,BRIEF-Electrovaya's subsidiary Litarion signs MOU with leading OEM,14/06/2016,", to deliver lithium ioncells for electric buses* Deliveries start",reuters
2223,BRIEF-Falcon grants Emerita option to acquire 100 pct interest in Falcon Litio MG project,13/06/2016,enters into option agreement to acquireLithium projectSource text,reuters
2224,BRIEF-Nemaska says proposed offering shares for minimum aggregate gross proceeds of $50 mln,10/06/2016,June 10 (Reuters) - Nemaska Lithium* Filed preliminary short form,reuters
2225,RPT-Electric vehicles to power cobalt revival,09/06/2016,", a key component of lithium-ion batteries used inelectric cars.Prices growing out of its infancy and the lithium-ionsector for other applications",reuters
2226,Electric vehicles to power cobalt revival,08/06/2016,"due to flourishing demand for themineral, a key component of lithium and the lithium-ionsector for other applications also growing robustly",reuters
2227,BRIEF-Eureka acquires 50 pct interest in Gemini lithium project,08/06/2016,lithium projectSource text for Eikon: Further company coverage: (Bengaluru Newsroom: +1-646-223-8780),reuters
2228,BRIEF-Unity Energy says samples at Miller's confirms presence of Lithium,08/06/2016,"crossing identifies anomalousLithium concentrations* Results confirmed presence of Lithium in alluvial gravelsand clays ,also indicated",reuters
2229,"RPT-COLUMN-What price lithium, the metal of the future? Andy Home",06/06/2016,"(Reuters) - Lithium is shaping up to be TheNext Big Thing.Prices are going the metal's prospects.The Global X lithium fund, one of the very few",reuters
2230,Canada sustainable fund manager bets heavily on alternative fuel cars,06/06/2016,"environment.""Grosskopf also expects the cost of lithium batteries",reuters
2231,"What price lithium, the metal of the future? Andy Home",06/06/2016,"are those of the author, a columnist for Reuters.) Lithium is shaping up. The Global X lithium fund, one of the very few ways to get in on the action",reuters
2232,"COLUMN-What price lithium, the metal of the future? Andy Home",06/06/2016,"for Reuters)*By Andy HomeLONDON, June 6 (Reuters) - Lithium is shaping.The Global X lithium fund, one of the very few ways toget",reuters
2233,German battery maker sonnen GmbH wins backing from GE,06/06/2016,"Inven Capital, has to date sold 11,000 lithiumbattery units, making",reuters
2234,Congo copper production down 20 pct in Q1 amid market slump,04/06/2016,"bulletin.Meanwhile, output of cobalt, the metal used in lithium-ion",reuters
2235,Storage sunrise: Solar battery makers eye take-off as prices fall,02/06/2016,"for a second generation lithium battery, would build on its lessons",reuters
2236,BRIEF-American Lithium to start Phase 2 drill program in Northern Fish Lake Valley Lithium Brine project,01/06/2016,June 1 (Reuters) - American Lithium Corp :* American Lithium Fish Lake Valley Lithium BrineProject* On track to commence Phase 2,reuters
2237,Swiss stocks - Factors to watch on June 1,01/06/2016,* Leclanche said its lithium-ion battery cellproduction facility - located,reuters
2238,"Australia miners merge, hope to boost lithium sales",30/05/2016,"to consolidate their lithium mines inAustralia, Canada and Argentina lithium, essential in powering non-internalcombustion engines and led",reuters
2239,BRIEF-Macarthur Minerals enters MOU with Venturex Resources,27/05/2016,"with Venturex Resources Ltd to enter intofarm-in, JV for rights to lithium% of rights for lithium onsulphur springs by paying expenditure over",reuters
2240,"Chile, SQM head to court after failing to reach agreement",25/05/2016,"largestsuppliers of nitrates and lithium, with access to vast brine a lithiumexploration deal in neighboring Argentina.(Reporting by Gram Slattery)",reuters
2241,BRIEF-FMC to triple its lithium hydroxide production capacity,23/05/2016,"capacity of lithiumhydroxide by a total of 20,000 metric tons per year three expansion, FMC's lithiumhydroxide capacity will be at least",reuters
2242,"Sluggish Chinese demand, new battery tax weighs on lead",23/05/2016,and lithium-ion batteries exempt.E-BIKES CRACKDOWNAlso weighing,reuters
2243,"CORRECTED-Sluggish Chinese demand, new battery tax weighs on lead",23/05/2016,-hydrogen andlithium-ion batteries exempt.E-BIKES CRACKDOWNAlso weighing,reuters
2244,BRIEF-Zhonghe revises stake acquisition via shares issue plan,22/05/2016,percent stake in aSichuan-based lithium materials company and 100 percent stake inanother Sichuan-based lithium materials company via share,reuters
2245,Exclusive: Suppliers question Tesla's goals for Model 3 output,20/05/2016,", Nevada, was unfinished.Aluminum, lithium and other materials - already",reuters
2246,BRIEF-American Lithium to acquire Fish South Lithium property,20/05/2016,May 20 (Reuters) -* American lithium corp says co will acquire claimstotaling 2960 acres located in nevada* American lithium to acquire,reuters
2247,BRIEF-Nevada Energy Metals acquires lithium project in Nevada,19/05/2016,"May 19 (Reuters) - Nevada Energy Metals Inc* Has acquired 160 placer claims located in northern BigSmokey Valley, Township 13n., Range 43E",reuters
2248,Agriculture company FMC Corp to keep lithium business,18/05/2016,"FMC Corp earns a sliver of its revenue from lithium, but the mineral on Wednesday.Lithium forms a small but irreplaceable component",reuters
2249,CORRECTED-China to boost energy storage to cut power waste -industry,18/05/2016,", such as pumped storage hydropower orlithium ion batteries",reuters
2250,"BRIEF-Mianyang Fulin to acquire lithium battery firm for 2.1 bln yuan via cash, share issue",17/05/2016,"it plans to acquire lithium battery firm for 2.1billion yuan ($321.86 in lithiumbattery projects, boost capitalSource text in Chinese",reuters
2251,Albemarle exploring sale of unit worth $3 billion: Bbg,13/05/2016,(Reuters) - Lithium producer Albemarle Corp is exploring the sale,reuters
2252,Albemarle exploring sale of unit worth $3 bln - Bbg,13/05/2016,May 13 (Reuters) - Lithium producer Albemarle Corp is exploring,reuters
2253,China to boost energy storage 10-fold to cut power waste: industry,13/05/2016,"technologies, such as pumped storage hydropower or lithium ion",reuters
2254,Lithium - the commodity winner you can't buy: Russell,12/05/2016,"By Clyde RussellLAUNCESTON, Australia (Reuters) - Lithium risky, to gain exposure to the sector.Lithium isn't traded on any",reuters
2255,BRIEF-Lithium X enters into JV for Sal de Los Angeles deposit,12/05/2016,"May 12 (Reuters) - Lithium X Energy Corp -* 50% owned unit entered lithium productionfacility at project* Under JV,to earn 50% stake in JV",reuters
2256,RPT-COLUMN-Lithium - the commodity winner you can't buy: Russell,12/05/2016,", Australia, May 12 (Reuters) - Lithium is thehottest commodity around to the sector.Lithium isn't traded on any major exchange",reuters
2257,COLUMN-Lithium - the commodity winner you can't buy: Russell,12/05/2016,") - Lithium is thehottest commodity around these days, enjoying difficult,and somewhat risky, to gain exposure to the sector.Lithium isn't",reuters
2258,"CANADA RESEARCH ROUNDUP-Chinook Energy, Acadian Timber",11/05/2016,hold * Nemaska Lithium Inc : Dundee Capital raises,reuters
2259,BRIEF-American Lithium appoints Andrew Squires to board of directors,11/05/2016,May 11 (Reuters) - American Lithium Corp :* Squires fills vacancy with company as CFO* American lithium appoints andrew squires to board,reuters
2260,BRIEF-Nemaska Lithium signs deal with Johnson Matthey Battery Materials,11/05/2016,May 11 (Reuters) - Nemaska Lithium :* Nemaska Lithium and Johnson for lithium salts between Nemaska Lithium and JMBM* Front payment,reuters
2261,BRIEF-Rodinia Lithium appoints Fred Leigh as CEO,10/05/2016,May 10 (Reuters) - Rodinia Lithium Inc* Says fred leigh appointed as president and ceo effectivetoday* Rodinia lithium inc says leigh,reuters
2262,BRIEF-Albemarle sees 2016 adjusted earnings per share $3.90-$4.25,10/05/2016,May 10 (Reuters) - Albemarle Corp* Lithium and advanced materials,reuters
2263,Total plans to sell specialty chemicals subsidiary Atotech: Le Figaro,09/05/2016,"lithium battery maker Saft Groupe , which Total announced",reuters
2264,"UPS-backed Rwandan blood deliveries show drones' promise, hurdles",09/05/2016,"life and safety, especially after lithium-ion battery problems resulted",reuters
2265,"BRIEF-American lithium to buy Atlantis property in Fish Lake Valley, Nevada",09/05/2016,May 9 (Reuters) - American Lithium Corp* Has entered a period of 3yrs* American Lithium Corp to acquire Atlantis Property,reuters
2266,"RPT-UPS-backed Rwandan blood deliveries show drones' promise, hurdles",09/05/2016,after lithium-ion battery problems resulted in a fire on board aparked,reuters
2267,Chemicals firm SQM asks Chile to block Albemarle lithium project,05/05/2016,"said on Thursday it has asked local authorities to block U.S. lithium of lithium, a mineral that powers electric car batteries.Local daily newspaper",reuters
2268,BRIEF-American Lithium appoints Dana Brock as vice-president,05/05/2016,May 5 (Reuters) - American Lithium Corp* American lithium appoints,reuters
2269,Chilean SQM's Argentina joint venture project to cost up to $600 mln,05/05/2016,late Wednesday itsjoint venture with Canadian junior miner Lithium Americas todevelop a lithium project in Argentina will require $500,reuters
2270,BRIEF-Nevada Sunrise signs definitive agreement with Resolve Ventures,04/05/2016,definitive agreement with resolveventures for neptune lithium property,reuters
2271,BRIEF-Resolve Ventures closes private placement,04/05/2016,"private placement, signsdefinitive agreement for neptune lithium property",reuters
2272,BRIEF-FMC Corporation Q1 adjusted EPS $0.58,02/05/2016,lithium earnings are now expected to be between $43and $53 million,reuters
2273,BRIEF-North Arrow sells two Canadian lithium assets,02/05/2016,Canadian lithium assets* Will receive 1 million share purchase warrants,reuters
2274,RPT-INSIGHT-How France sank Japan's $40 bln Australian submarine dream,01/05/2016,the possibility ofopening a lithium-ion battery plant in Australia,reuters
2275,BRIEF-Canadian Orebodies sells Greenbush Lithium property,29/04/2016,sells Greenbush Lithium property andacquires Bateman Lake property,reuters
2276,How France sank Japan's $40 billion Australian submarine dream,29/04/2016,the possibility of opening a lithium-ion battery plant in Australia,reuters
2277,BRIEF-GS Yuasa Lithium Power and Boeing enter into long-term supply agreement,20/04/2016,April 20 (Reuters) - GS Yuasa Lithium Power Inc:* GS Yuasa Lithium* Deal for supply of Gs Yuasa Technology's lithium-ion cellsfor use,reuters
2278,SEC sets penalties in two corporate fraud cases,19/04/2016,of Energygrant to make lithium-ion and other batteries for electric cars,reuters
2279,U.S. SEC sets penalties in two corporate fraud cases,19/04/2016,a $118.5 million Department of Energygrant to make lithium-ion and other,reuters
2280,Breakingviews: Collapsed Peabody is ghost of oil future,13/04/2016,longer distances on each charge. The price of thelithium-ion batteries,reuters
2281,BRIEF-Ultra Lithium receives drilling permit and signs drill contract for exploration at the South Big Smoky Valley Brine Lithium Project,13/04/2016,April 13 (Reuters) - Ultra Lithium Inc :* Ultra Lithium receives Smoky Valley BrineLithium Project* Drilling is anticipated,reuters
2282,BRIEF-Empire Rock Minerals acquires 70% interest in Fox Creek Lithium Project,12/04/2016,to acquire a 70% interest in fox Creek LithiumProject in province of Alberta,reuters
2283,Chile's SQM signs lithium joint venture project in Argentina,28/03/2016,miner Lithium Americas to develop a lithiumproject in Argentina.SQM and Lithium Americas said in a statement,reuters
2284,BRIEF-Lithium Americas and SQM announce joint venture,28/03/2016,March 28 (Reuters) -* Lithium Americas and SQM announce joint venture* Lithium Americas Corp says to enter into a 50/50 jointventure,reuters
2285,Battery-hungry world turns to South America's 'lithium triangle',24/03/2016,,reuters
2286,BRIEF-Showa Denko plans to spend some 50 billion yen on acquisitions in next three years starting in 2016 - Nikkei,24/03/2016,"ofmaterials for automotive lithium ion batteries, developers ofhigh-purity",reuters
2287,"BRIEF-Aceto corp says subsidiary, Rising Pharmaceuticals, to launch lithium carbonate extended-release tablets and metronidazole tablets",23/03/2016,", to launch lithiumcarbonate extended-release tablets",reuters
2288,BRIEF-Lithium X Energy receives permit for drill program at Clayton Valley North,23/03/2016,March 23 (Reuters) - Lithium X Energy Corp* Receives permit,reuters
2289,BRIEF-U.S. CPSC says Panasonic recalls lithium-ion laptop battery packs due to fire hazard,21/03/2016,March 21 (Reuters) - U.S. CPSC:* Panasonic recalls lithium-ion,reuters
2290,"BHP CEO says bearish on iron ore price, though still profitable",15/03/2016,", and possibly potash down the track.Minor commodities like lithium",reuters
2291,Reuters Business News Schedule at 1830 GMT/2:30 PM ET,15/03/2016,", 400 words)Battery-hungry world turns to South America's 'lithiumits vast fertile pampas, Argentina harbors Lithium, anothervaluable",reuters
2292,Reuters Business News Schedule at 1500 GMT/11 AM ET,15/03/2016,"America's 'lithiumtriangle'SANTIAGO/TORONTO - Far from the soy and cattle that dominateits vast fertile pampas, Argentina harbors Lithium",reuters
2293,Reuters Business News Schedule at 0930 GMT/0530 AM ET,15/03/2016,turns to South America's 'lithiumtriangle'SANTIAGO/TORONTO - Far and demand and luring newlywelcomed foreign investors. (LATAM-LITHIUM,reuters
2294,Lithium miners hunt for capital as demand for metal climbs,07/03/2016,lithium at a time of broader commodity weakness has Canada's Nemaska Lithium Inc and Western Lithium USA Corp confident they can soon obtain,reuters
2295,Chile will not block foreign sale of lithium producer SQM: minister,06/03/2016,"takeover of lithium and potash producer SQM , Mining, a major producer of battery ingredient lithium and an important supplier",reuters
2296,CORRECTED-German stocks - Factors to watch on March 1,01/03/2016,materials group Umicore indirectly infringed two patents on lithium-ion,reuters
2297,"European Factors to Watch-Shares seen steady, focus on earnings",01/03/2016,materials group Umicore indirectly infringed two patents on lithium,reuters
2298,Toshiba mulls battery plant in Australia as Japan seeks sub deal: sources,01/03/2016,is considering building a factory in Australia to make lithium-ion if the plant would build lithium ion battery cells from scratch,reuters
2299,Toshiba mulls battery plant in Australia as Japan seeks sub deal - sources,01/03/2016,"* Toshiba eyes military, commercial sales of lithiumbatteries* South lithium-ion batteries to power the vessels, said thesources who",reuters
2300,U.S. judge says Umicore liable in BASF battery patent case,29/02/2016,"group Umicore indirectly infringed two patents on lithium-ion battery. According to the complaint, the patents cover a lithium metal oxide",reuters
2301,"What to Watch in the Day Ahead - Tuesday, March 1",29/02/2016,the investmentbank.Global fertilizer and lithium supplier SQM releases,reuters
2302,U.N. agency bans lithium-ion batteries in checked-baggage,26/02/2016,"MONTREAL, Feb 26 (Reuters) - Spare lithium-ion batteriesOrganization said in a statement. Lithium ion batteries areallowed",reuters
2303,"Obama, at battery plant, jabs Republicans on economic 'snake oil'",26/02/2016,Obama used a trip to a lithium-ion battery factory on Friday to defend demand for lithium-ion batteries. The French company had to take,reuters
2304,"What to Watch in the Week Ahead and on Monday, Feb 29",26/02/2016,will come out on Friday.The top global fertilizer and lithium,reuters
2305,Oil industry sees Paris climate deal as chance to innovate,26/02/2016,the lithium ion rechargeable battery in 1975 amidst widespread concern,reuters
2306,CERAWEEK-Oil industry sees Paris climate deal as chance to innovate,26/02/2016,thelithium ion rechargeable battery in 1975 amidst widespreadconcern,reuters
2307,U.S. sets conditions for Hikma's takeover of Boehringer's Roxane,26/02/2016,and immunosuppressant prednisone tablets and all strengths of lithium carbonate,reuters
2308,RPT-CERAWEEK-Oil industry sees Paris climate deal as chance to innovate,26/02/2016,invented thelithium ion rechargeable battery in 1975 amidst widespread,reuters
2309,U.N. agency bans lithium-ion batteries on passenger aircraft,22/02/2016,"on Monday prohibited shipments of lithium-ion batteries as cargo that they are a fire risk. Lithium metal batteries, which are used",reuters
2310,U.N. agency prohibits lithium-ion batteries as cargo on passenger aircraft,22/02/2016,"shipments of lithium-ion batteries on passenger aircraft, citing concerns through ICAO on a new lithium battery packaging performance standard",reuters
2311,Hoverboards with counterfeit batteries seized at NY airport,19/02/2016,"with “voluntary safety standards,"" including those related to lithium",reuters
2312,European Factors to Watch-Futures point to steady open,19/02/2016,as aslower-than-expected switch to lithium-ion batteries forced,reuters
2313,Fitch Upgrades Panasonic to 'BBB'; Outlook Stable,12/02/2016,"-in vehicles, affectingthe demand for the company's lithium-ion batteries",reuters
2314,House panel approves plan to privatize air traffic control,11/02/2016,"shipments of lithium batteries, seen by safety experts as dangerous fire",reuters
2315,BRIEF-Manz starts 2016 with orders for total sales volume of lower double-digit mln euro range,10/02/2016,to manufacture high-performance lithium-ionbatteries for a total,reuters
2316,U.S. lithium firm Albemarle plans to more than double Chile output,02/02/2016,"SANTIAGO, Feb 2 (Reuters) - U.S. lithium producer Albemarlehas signed a deal with Chile to significantly increase itsoutput of lithium",reuters
2317,"Chile pushes lithium development, puts state reserves up for tender",25/01/2016,forward withnew policies to develop its vast lithium reserves copper producer.Lithium is an important ingredient in rechargeable,reuters
2318,Chile's Codelco sees additional delay to El Teniente expansion,15/01/2016,"to discuss a lithium venture with Codelco, saying its lithium reserves",reuters
2319,Verifying North Korea hydrogen bomb claim may prove difficult,07/01/2016,"bomb and which in turn would require the presence of lithium.South.""If they find lithium, then it's definitely a hydrogen bomb test",reuters
2320,Australia shares down 1.2 percent as China concerns linger,05/01/2016,on Canada lithium project buy.Communications service provider Spark New,reuters
2321,Researchers taking power of locust to new heights,05/01/2016,"to about 30 minutes, the locust robot is powered by a lithium battery",reuters
2322,"Recall Notice: Ford headlights, Sweet Leaf Tea and bean-bag chairs",30/12/2015,"by lithium ion batteries, can catch fire,either while being charged",reuters
2323,Chinese group eyeing indirect stake in Chile lithium producer SQM,28/12/2015,"SQM, one of the world's toplithium producers, the holding company in turn owns around 20percent of SQM, a major producer of lithium",reuters
2324,Stake in top Chilean lithium producer SQM put on block,18/12/2015,"of the world's top lithium producers, is up for grabs after anindirect of battery ingredientlithium and an important supplier of iodine and other",reuters
2325,"BRIEF-Hengdian Group plans lithium battery project, investment 425.4 mln yuan",18/12/2015,lithium battery project with investment of425.4 million yuan,reuters
2326,PRESS DIGEST- Financial Times - Dec 16,15/12/2015,"://on.ft.com/1O4fs3Q)TESLA IN STAND-OFF OVER LITHIUM SUPPLY(http://on.ft.com for lithium, the material used in batteries, leavingunclear the source",reuters
2327,Singapore students build personal flying machine,15/12/2015,"-friendly too, as the three rechargeable lithium batteries get their energy",reuters
2328,"Paris climate pact sinks coal stocks, lifts renewable energy",14/12/2015,"SolarEdge Technologies Inc and Albemarle Corp, which supplies lithium",reuters
2329,Renewable energy stocks rally after Paris climate deal,14/12/2015,"that supplies lithium - a key component for batteries.However, others",reuters
2330,Top U.S. airlines ban hoverboards due to fire risk,10/12/2015,"factors to be taken into consideration include the size of the lithium consignments of lithium ion batteries, which are used in everything from",reuters
2331,Chinese-backed electric car venture to build first plant in Nevada,10/12/2015,Inc to build a $5 billion lithium-ion battery plant in the state,reuters
2332,Airlines weigh up hoverboard transport dilemma,10/12/2015,typically use lithiumion batteries.The International Air Transport to be taken intoconsideration include the size of the lithium ion battery,reuters
2333,Investors shrug off climate summit investment pledges,07/12/2015,"on low emissions would benefit Tesla, lithium",reuters
2334,Tesla sounds out lithium tie-up with Chilean miner Codelco: newspaper,03/12/2015,met with government authorities in Chile to discuss a lithium venture on Thursday. Lithium is a key ingredient of the electric car batteries used,reuters
2335,Tesla sounds out lithium tie-up with Chilean miner Codelco -newspaper,03/12/2015,Inc has met with government authorities inChile to discuss a lithium on Thursday.Lithium is a key ingredient of the electric car batteries,reuters
2336,Goldman backs low-emissions stocks as climate talks start,30/11/2015,">, lithium supplier Albemarle  and solar-panel",reuters
2337,Musk's Tesla faces German battle over battery-powered homes,27/11/2015,"selling lithium-ion batteries for households next year.The batteries of various suppliers may differ, but costs overall have fallen and lithium",reuters
2338,INSIGHT-Musk's Tesla faces German battle over battery-powered homes,27/11/2015,"homes in April, when itsaid it would start selling lithium-ion, but costsoverall have fallen and lithium-ion battery packs are the norm",reuters
2339,German battery maker launches scheme to share solar power,25/11/2015,"8,500 lithium battery units, sayingthis makes it the European market",reuters
2340,"What to Watch in the Day Ahead - Tuesday, Nov 17",16/11/2015,", and FINRA.Chile's SQM, the world's largest lithium producer which has been",reuters
2341,Chile's Oro Blanco seeks buyer or partner for SQM shares,13/11/2015,"ingredient lithium, as well as an important supplier ofiodine and other",reuters
2342,BRIEF-Sichuan Yahua signs framework agreement with Zhonghe on acquisition of 2 lithium firms,09/11/2015,,reuters
2343,Exclusive: Investigators '90 percent sure' bomb downed Russian plane,09/11/2015,"explosion, metal fatigue in the plane or lithium batteries overheating.He",reuters
2344,"Russian plane broke up in mid-air after noise, crash investigators say",07/11/2015,"said structural fatigue, a fuel explosion and even lithium batteries",reuters
2345,"WRAPUP 3-Russian plane broke up in mid-air after noise, crash investigators say",07/11/2015,"conclusion. He said structural fatigue, a fuelexplosion and even lithium",reuters
2346,U.S. trade chief defends Pacific trade deal auto rules,05/11/2015,"manufacturers, including turbo chargers, steering systems, lithium",reuters
2347,Scientists announce progress toward better battery to power cars,29/10/2015,energy-hungry devices far better than current lithium-ion batteries demonstration model of a lithium-oxygen battery that overcomes many,reuters
2348,"Panasonic second-quarter profit beats estimates, reassures on Tesla",29/10/2015,are on track to produce lithium-ion batteries at the U.S. automaker's to focus on lithium-ion batteries. ($1 = 120.7300 yen) (Reporting,reuters
2349,GS Yuasa to buy Panasonic's lead acid battery business for $250 mln,29/10/2015,aims to focus onlithium-ion batteries.Kyoto-based GS Yuasa said,reuters
2350,New tech makes hybrid buses cost-effective,27/10/2015,"such as steel, rather than exotic and rare materials such as lithium, which",reuters
2351,POSCO may build Magnis Resources' Tanzanian graphite project,27/10/2015,is expected to soar as it is a majoringredient in lithium-ion batteries will make more lithium ion batteries annually by 2020 thanwere produced,reuters
2352,"Umicore maintains guidance as catalysts, batteries soar",22/10/2015,percent higher.Demand for Umicore's lithium cobaltite materials used,reuters
2353,German stocks - Factors to watch on October 20,20/10/2015,automotive industry to set up a biglithium-ion-battery factory,reuters
2354,BRIEF-Saft and Boeing renew satellite battery long term agreement,13/10/2015,battery long termagreement for lithium-ion* Deal is 5 year,reuters
2355,Chemical maker FMC cuts adjusted profit forecast again,12/10/2015,"Apart from agricultural solutions, health and nutrition and lithium",reuters
2356,"What to Watch in the Day Ahead - Wednesday, Oct 7",06/10/2015,in New York for research leading to the development of the lithium-ion,reuters
2357,Japan says can build subs in Australia 'from day one',06/10/2015,"It played up the high-capacity lithium ion battery, the world's first",reuters
2358,"Japan says can build subs in Australia ""from day one""",06/10/2015,"It played up the high-capacity lithium ionbattery, the world's first",reuters
2359,Marine robots unite in hunt for wildlife hotspots,29/09/2015,", adding that the lithium batteries onboard a glider could run for up",reuters
2360,Nobel Prize predictions see honors for gene editing technology,24/09/2015,for research leading to the development of the lithium-ion battery.Also,reuters
2361,EC says investigating possible laptop battery cartel,16/09/2015,"prices of cylindrical lithium ion battery cells.""The Commission",reuters
2362,"Nitin Gadkari, India's 'bulldozer', promises to add 2 percentage points to growth",02/09/2015,"cars and buses on lithium batteries. He is also designing a ""cash",reuters
2363,European Factors to Watch-Shares set to fall after weak China manufacturing data,01/09/2015,AG said it received an order for a production line for lithium-ion,reuters
2364,German stocks - Factors to watch on September 1,01/09/2015,it received an order for a production line forlithium-ion batteries,reuters
2365,Bosch acquires U.S. electric car battery developer Seeo,28/08/2015,-generation lithium-ion batteries that could double the range of electric on an industrial scale.Seeo's advanced lithium polymer cells have an energy,reuters
2366,"Panasonic to shut battery factory in Beijing, cut 1,300 jobs",27/08/2015,T> on Thursday said it will stop making lithium-ion batteries of lithium-ion batteries and solar panels which it acquired in 2010,reuters
2367,BRIEF-Panasonic: to end lithium-ion battery output in Beijing this month,26/08/2015,"of lithium-ion batteries at Beijingplant this month, workers were informed",reuters
2368,"Panasonic to stop making batteries in Beijing, cut 1,300 jobs -Nikkei",26/08/2015,will stop making lithium-ion batteriesat its factory in Beijing,reuters
