,headline,date,snippet,source
94,'So much damage': Chile protests flare back up as reforms fall short,30/10/2019,closed Tuesday. Chile's all-important copper and lithium mining access to lithium miner SQM's operations in the Atacama salt flat,reuters
95,"LME to launch lithium committee including Tesla, Albemarle",29/10/2019,"and users of lithium, a key component in electric car batteries, it said Land Rover, and lithium producers and processors Tianqi Lithium",reuters
96,LMEWEEK-LME's planned lithium committee to include Tesla and Albemarle,29/10/2019,"of producers and users of lithium, a keyingredient in batteries and lithium producersand processors Tianqi Lithium Australia, BASF",reuters
97,CORRECTED-Rio Tinto says miners need to leverage technology as scrutiny of the industry rises,29/10/2019,looking into generating battery-grade lithiumcarbonate from waste rock,reuters
98,"Savannah Resources in talks with carmakers, sees Portuguese lithium in 2021",28/10/2019,"commercial lithium production in northern Portugal in 2021.Portugal is Europe's biggest lithium producer, but its miners sell almost",reuters
99,"Stung by sliding prices, lithium industry pares back expansions",28/10/2019,"By Ernest Scheyder(Reuters) - Albemarle Corp, SQM and other lithium of vehicles during the next decade with lithium-ion batteries",reuters
100,"LME WEEK-Stung by sliding prices, lithium industry pares back expansions",28/10/2019,lithium producers have been scaling back expansion plansas near-term during thenext decade with lithium-ion batteries are expected to help,reuters
101,"Ganfeng Lithium third-quarter profits crash on lower prices, fair value loss",28/10/2019,"By Tom DalyBEIJING (Reuters) - China's Ganfeng Lithium <002466.SZ in electric vehicle batteries.Ganfeng, one of the world's top lithium producers",reuters
102,"Ganfeng Lithium Q3 profits crash on lower prices, fair value loss",28/10/2019,"* Lithium producer posts Q3 profit of 33.4 mln yuan, -86.5%y/y) - China's Ganfeng Lithiumsaid on Monday its net profit slumped86.5",reuters
103,METALS-London zinc climbs for 4th day as inventories slide,27/10/2019,broke out a week ago overentrenched inequality. * LITHIUM have blocked access to lithiumoperations amid nationwide rallies over,reuters
104,Chile protesters block access to lithium operations: local leader,25/10/2019,"reserves of lithium, have blocked access to lithium operations amid to the world's top two lithium producers: Chile's SQM  and U.S",reuters
105,Chile protesters block access to lithium operations - local leader,25/10/2019,"richest reserves of lithium, have blocked access to lithiumoperations to the world's top two lithiumproducers: Chile's SQM and U.S.-based",reuters
106,Albemarle cuts 2019 forecast on lithium price pressure,24/10/2019,"(Reuters) - Albemarle Corp , the world's largest lithium shares down nearly 7% in extended trading.Demand for lithium, a key",reuters
107,METALS-Nickel rises on Ramu nickel project shutdown in Papua New Guinea,23/10/2019,* LITHIUM: Australian lithium miner Galaxy Resources Ltdsaid,reuters
108,Australia's Galaxy Resources to cut lithium production,23/10/2019,(Reuters) - Australian lithium miner Galaxy Resources Ltd said and short-term sentiment in the electric vehicle and lithium-ion,reuters
109,Australia's Galaxy Resources to review operations at Mt. Cattlin lithium mine,23/10/2019,"most important lithium mine, dueto weak market conditions in the sector.Australian lithium producers have been cutting supply amidplummeting",reuters
110,Tianqi Lithium has first loss in 5-1/2 years as lithium prices crash,22/10/2019,"* Lithium prices fall sharply; firm also blames SQM loans* Full-year profitBEIJING, Oct 22 (Reuters) - Tianqi Lithium Corp,one of the world's",reuters
111,Russia-Zimbabwe platinum venture needs $500 million for first phase,22/10/2019,of electric cars powered by lithium batteries.GDI said in a statement its lead,reuters
112,METALS-Copper rises as Chile unrest raises supply concerns,22/10/2019,talks.* LITHIUM: Rio Tinto Plc is studying ways to extractlithium from,reuters
113,METALS-Copper edges up as unrest in top producer Chile intensifies,21/10/2019,"because their supply chainis going down the tubes,"" Trump said.* LITHIUM: Rio Tinto Plc is studying ways to extractlithium from waste rock",reuters
114,Rio Tinto studying ways to produce lithium from waste rock at California mine,21/10/2019,is studying ways to extract lithium from waste rock at a mine it controls probing the tailings for gold and discovered lithium at a concentration,reuters
115,"Evo or not, Bolivia faces uncharted waters ahead",19/10/2019,into a global lithium producer have faced repeated delays and resistance,reuters
116,"REFILE-Evo or not, Bolivia faces uncharted waters ahead",19/10/2019,taken office and his efforts to turn Bolivia into a globallithium,reuters
117,Explainer: Bolivia's 'Evo' - socialist icon or would-be dictator?,18/10/2019,"economy, including gas and a nascent lithium sector.He faces",reuters
118,"EXPLAINER-Bolivia's ""Evo"": socialist icon or would-be dictator?",18/10/2019,"economy, including gas and a nascent lithium sector.He faces",reuters
119,"Syrah Resources to cut jobs, output at Mozambique graphite project",18/10/2019,Australian lithium miners to cut supply.The miner said full-year,reuters
120,COLUMN-The battery metal no one wants to talk about: Andy Home,17/10/2019,on lithium-ion battery production tomeet EV demand over the coming,reuters
121,Neometals to partner with German firm to commercialize battery recycling tech,16/10/2019,"Group GmbH to commercialize the miner's lithium-ion battery recycling, manage and operate Neometals' lithium-ion recycling business.Setting",reuters
122,Neometals to partner with German firm to commercialise battery recycling tech,16/10/2019,GmbH to commercialise the miner'slithium-ion battery recycling and operate Neometals' lithium-ion recyclingbusiness.Setting up,reuters
123,"E-cigarette, tobacco, cannabis 'litter' studied at Bay-area high schools",16/10/2019,"lithium-ion batteries, Mock told Reuters Health by email. In addition",reuters
124,China lead producer Yuguang eyes move into battery manufacturing,16/10/2019,with lithium-ion batteries.Yuguang has not previously made batteries,reuters
125,Russia's Rosatom may buy controlling stake in Chile lithium project,15/10/2019,", may buy a controlling stake in a lithium project in Chile's Atacama salt flat, home to leading lithium producers SQM ",reuters
126,Russia's Rosatom may purchase controlling stake in lithium project in Chile,15/10/2019,"in a lithium project in Chile fromCanada-listed Wealth Minerals Ltd inWealth Minerals's Atacama lithium project in northern Chile, itadded",reuters
127,UK Stocks-Factors to watch on Oct 15,15/10/2019,*BACANORA: London-listed Bacanora Lithium plans a $300 millioncapital raise early next year and says a deal with China's Ganfeng Lithium Co,reuters
128,Ganfeng’s lithium expertise set to power Bacanora’s Mexico project,14/10/2019,By Barbara LewisLONDON (Reuters) - London-listed Bacanora Lithium with China's Ganfeng Lithium Co Ltd puts it in a better position to raise,reuters
129,Vast Resources to sign diamonds joint venture deal in Zimbabwe,11/10/2019,"of Zimbabwe's mineral resources, with its diamond, platinum and lithium",reuters
130,Bain and Carlyle among shortlisted bidders for Japan's Hitachi Chemical: sources,11/10/2019,"for semiconductors, displays and lithium-ion batteries, has a current",reuters
131,Japan stocks come off lows as trade optimism improves,09/10/2019,"rechargeable lithium-ion batteries, which havepowered the revolution",reuters
132,Battery pioneers who made mobile revolution possible win Nobel chemistry prize,09/10/2019,"power in peoples pockets by developing rechargeable lithium-ion Committee said on Wednesday.""Lithium-ion batteries have revolutionised",reuters
133,RPT-COLUMN-United States races to build critical minerals alliances: Andy Home,07/10/2019,"and its 17 advanced and near-stagelithium projects.Australia, meanwhile, is already a growing lithiumproduction powerhouse and in the form",reuters
134,COLUMN-United States races to build critical minerals alliances: Andy Home,07/10/2019,"-stagelithium projects.Australia, meanwhile, is already a growing lithiumproduction powerhouse and in the form of Lynas Corpboasts",reuters
135,PRESS DIGEST- British Business - Oct 2,01/10/2019,millioneuros ($109.35 million) to power trains with lithium batteries,reuters
136,"Owners of dive boat that sank off California coast, killing 34, suspend operations",01/10/2019,"use of lithium-ion batteries and chargers on board, suggesting",reuters
137,CANADA STOCKS-TSX futures gain as oil prices recover,01/10/2019,"buyers for four planes whose leases had expired.Lithium Americas Corp Cauchari-Olaroz lithiumbrine project, a bullish move linked",reuters
138,Congo mine deploys digital weapons in fight against conflict minerals,01/10/2019,"including Ford and IBM to trace cobalt, a component in lithium-ion batteries",reuters
139,INSIGHT-Congo mine deploys digital weapons in fight against conflict minerals,01/10/2019,"inlithium-ion batteries. That system uses blockchain, thetechnology",reuters
140,"Lithium Americas boosts budget, production target for Argentina project",30/09/2019,"By Ernest ScheyderSept 30 (Reuters) - Lithium Americas Corp-Olaroz lithium brine project, a bullish move linked tothe electric",reuters
141,REFILE-Fruit fly trial unlocks clues for 'polypill' to beat ageing,30/09/2019,"who co-led the work.The three drugs - the mood stabiliser lithium thatindividually, lithium, trametinib and rapamycin can each extendlifespan",reuters
142,Fruit fly trial unlocks clues for 'polypill' to beat aging,30/09/2019,"stabilizer lithium, a cancer treatment called trametinib and an immune finding that individually, lithium, trametinib and rapamycin can each",reuters
143,EMERGING MARKETS-Latam markets subdued as trade woes persist,30/09/2019,pressure afterdata showed its production of both copper and lithium jumped,reuters
144,"""Not just for the pooches"": Portugal's ""animal party"" could be kingmaker",27/09/2019,to postpone a planned auction oflicenses to explore for lithium mining,reuters
145,Nine countries join U.S. strategic minerals initiative,26/09/2019,"their minerals such as lithium, copper and cobalt, as well as advise",reuters
146,CANADA STOCKS-TSX futures slip on lower oil prices,25/09/2019,were down0.38%.TOP STORIESLithium Americas Corp has cut its budget,reuters
147,"Lithium Americas trims production target, budget for Nevada mine",25/09/2019,By Ernest ScheyderSept 25 (Reuters) - Lithium Americas Corp has cut on Wednesday from the BritishColumbia-based company comes as lithium prices,reuters
148,Tianqi Lithium in supply deal with Sweden's Northvolt,24/09/2019,"BEIJING (Reuters) - China's Tianqi Lithium Corp <002466.SZ, one of the world's biggest lithium producers, said on Tuesday that its",reuters
149,RPT-India's corporate tax cut to boost smartphone manufacturing -executives,23/09/2019,"display panels, lithium cells and camera modules, industryexecutives",reuters
150,Miners push for U.S. Congress to vote on electric vehicle supply chain bills,23/09/2019,"to speed U.S. production of lithium and other metals for the burgeoning of lithium and consumer of copper.""We don't have great clarity",reuters
151,India's corporate tax cut to boost smartphone manufacturing -executives,23/09/2019,"of components like phonedisplay panels, lithium cells and camera",reuters
152,METALS-London copper edges up ahead of Fed rate decision,18/09/2019,"U.S. voters go to the polls.* CHILE LITHIUM: Chile is making a renewed lithiumdeposits, piquing interest from China, Japan and Europe",reuters
153,Australian lithium recovery seen by mid-2020 as EV production revs up,17/09/2019,"the electric-vehicle sector alongside supply cuts should help Australian lithium of spodumene, a type of concentrated lithium ore that accounts for about half",reuters
154,Solid battery demand to drive Australian lithium recovery by mid-2020,17/09/2019,"vehicle sector alongside supply cuts should helpAustralian lithium miners.Australian producers of spodumene, a type of concentratedlithium ore",reuters
155,"Chile taps China, Japan in lithium-for-tech push; faces tough sell",17/09/2019,"in return for access to its lithium deposits, piquing interest from China, the world's No. 2 lithium producer, has held global road shows ahead",reuters
156,U.S. 'falling behind' in global race to develop electric vehicle supply chain,17/09/2019,"to dominate the market for lithium, rare earths, cobalt and other so-called",reuters
157,"Political turmoil, price freeze cast shadow on Argentina's Vaca Muerta",16/09/2019,Muerta and the country's lithium mining sector. Kezia McKeague,reuters
158,Charred wreckage of California dive boat raised from ocean floor,12/09/2019,of lithium-ion batteries and chargers on board and to review escape routes into the possibility that the fire was ignited by lithium devices,reuters
159,"Brazilian lithium producer Sigma in talks with Tesla, other automakers",12/09/2019,"-basedlithium startup Sigma Lithium Resources Corp has heldtalks lithium mining in the Brazilian state of Minas Gerais, metwith Tesla",reuters
160,Wacker Chemie takes 25% in British battery materials maker,12/09/2019,"of lithium-ion batteries, Wacker Chemie said, addingthe investment would-performance batteries"".Anodes for standard lithium-ion batteries",reuters
161,Chilean lithium producer SQM bullish on white gold demand; shares rise,11/09/2019,By Fabian CamberoSANTIAGO (Reuters) - Shares in Chilean lithium $1.332 billion of this investment would be in lithium operations,reuters
162,U.S. Coast Guard issues lithium battery warning following California boat fire,11/09/2019,"routes, crew training and the charging oflithium-ion batteries and consider limiting the unsupervised charging oflithium-ion",reuters
163,Chinese firms out in force at Frankfurt boosted by battery builders,11/09/2019,bigger presence is also due to Europe's lack of expertise in lithium,reuters
164,Tianqi starts lithium battery chemical production in Western Australia,11/09/2019,"MELBOURNE (Reuters) - China's Tianqi Lithium has begun production of lithium hydroxide at its Western Australian plant this week, it said",reuters
165,German stocks - Factors to watch on September 11,11/09/2019,"to buy lithium ion battery cellsfrom Farasis Energy, a Chinese-American",reuters
166,Daimler to source battery cells from Farasis Energy,10/09/2019,FRANKFURT (Reuters) - Daimler has struck a deal to buy lithium ion million) to build the German plant. Daimler will use lithium ion,reuters
167,Electric car boom to turbocharge battery metal producers: Moody's,10/09/2019,"producer, as well as lithium, nickel and copper. However, weak",reuters
168,Electric car boom to turbocharge battery metal producers - Moody's,10/09/2019,", of which DRCis the world's number one producer, as well as lithium",reuters
169,Clean energy or food? Asian nations grapple with new demands on land,10/09/2019,"from mining for minerals such as copper, cobalt, lithium and rare earth",reuters
170,Shareholders of Australia's Kidman Resources approve Wesfarmers takeover,04/09/2019,of the lithium miner for aboutA$776 million ($524.11 million).At a meeting,reuters
171,Indonesia sees surge in nickel-related exports after ore export ban,04/09/2019,"exceed $30 billion, including exports of lithium batteries,"" Pandjaitan lithium battery project by several companies, including Contemporary",reuters
172,China's CATL buys into beaten down Australian lithium miner Pilbara,04/09/2019,"in Australian lithium miner Pilbara Minerals, both companies said ingredients such as lithium, nickel and cobalt ahead of an expected demand",reuters
173,METALS-London copper rebounds from a two-year low,04/09/2019,fell 0.4%.* LITHIUM: China electric vehicle battery maker CATLhas taken a stake in Australia's lithium minerPilbara Minerals.* For the top,reuters
174,CORRECTED-UPDATE 1-Australia's Pilbara Minerals boosts Pilgangoora ops through $62 mln raising,03/09/2019,the miner took astake in its flagship Pilgangoora lithium project.The lithium market is going through a lean phase as China'ssales of electric,reuters
175,"Patterson-UTI says no plans to invest in e-frac, points to oversupplied market",03/09/2019,"on lithium battery packs, in addition to diesel. The hybrid rigs help",reuters
176,METALS-Shanghai nickel hits record high on Indonesia ore export ban,03/09/2019,Mutanda mine in theDemocratic Republic of Congo.* LITHIUM: Having raced to ramp up lithium production overthe past five years to exploit,reuters
177,MINOR METALS-Glencore's plans trigger cobalt price rally to six-month high,02/09/2019,to make lithium-ion rechargeable batteries forelectric vehicles and mobile,reuters
178,Australian lithium miners submerged by low prices,02/09/2019,"lithium production over the past five years to exploit surging prices among lithium miners."" Australia accounts for about half",reuters
179,METALS-Nickel jumps as Indonesia expedites ore export ban,01/09/2019,", sourcestold Reuters.* LITHIUM: Chile's state-owned Codelco a joint lithium project with foreign-backed miner SalarBlanco, a company",reuters
180,Chile's Codelco to decide by early 2020 on Maricunga lithium project,30/08/2019,"whether to pursue a joint lithium project withforeign-backed miner Salar Lithium PowerInternational, with smaller stakes held by Canada’sBearing",reuters
181,"Australian shares ride trade war 'sugar rush', NZ also rises",29/08/2019,"Mining Ltdadvanced 2.3% and 2.7%, respectively.Lithium miner Galaxy",reuters
182,Portugal vows to hold delayed lithium tender by year-end,29/08/2019,"plans foran international licensing tender for lithium exploration is already Europe's biggest lithium producer, butits miners sell almost",reuters
183,Australia's Galaxy Resources posts large loss on impairment charge,29/08/2019,(Reuters) - Lithium miner Galaxy Resources Ltd ,reuters
184,METALS-Nickel rises on signs of near-term tight supply,29/08/2019,"processing plant.* LITHIUM: China's biggest lithium producer, Ganfeng LithiumCo,, saw its first-half profits plunge 59%as rising supply",reuters
185,Australian shares edge up as risk appetites in check; NZ retreats,29/08/2019,"%.Tech stocks and lithium miners led losses.Altura Mining Ltd, Orocobre%.On Wednesday, China's biggest lithium producer GanfengLithium Co, reported",reuters
186,"Australian shares listless as major catalysts missing, NZ inches down",28/08/2019,* Lithium miners among top losers on benchmark* Link Administration to China is natural resources.Australian lithium miners Altura Mining Ltd,reuters
187,METALS- Base metals mixed as trade tensions dent demand outlook,28/08/2019,"said most of itsgrowth will be outside China.* LITHIUM: China's biggest lithium producer, Ganfeng LithiumCo,, saw its first-half profits",reuters
188,Slump in lithium prices hammers profits at China's Ganfeng,28/08/2019,"By Tom DalyBEIJING (Reuters) - China's biggest lithium producer, Ganfeng Lithium Co <002460.SZ> <1772.HK>, saw its first-half",reuters
189,South Korean battery maker LG Chem aims to rely less on Japanese parts amid trade row,28/08/2019,lithium-ion batteries. The combined market share in the global battery,reuters
190,S.Korean battery maker LG Chem aims to rely less on Japanese parts amid trade row,28/08/2019,for itslithium-ion batteries. The combined market share in the global,reuters
191,New projects for battery material nickel need a price spur,27/08/2019,", used to store energy in the cathode part of lithium-ion rechargeable",reuters
192,GRAPHIC-New projects for battery material nickel need a price spur,27/08/2019,"in the cathode part of lithium-ion rechargeablebatteries, is needed",reuters
193,METALS-Nickel on track to close above tin for the 1st time in 9 yrs,27/08/2019,"up 0.2%.* LITHIUM: Pilbara Minerals Ltd took a stake in itsAustralian lithium mine off the market, cut its sales forecastand curbed",reuters
194,"Pilbara Minerals takes lithium mine stake off table, slices sales forecast",26/08/2019,"on Tuesday took a stake in its Australian lithium mine off the market, cut its lithium project in the northwestern Pilbara region in Western",reuters
195,METALS-Copper ticks up as trade war fears ease,26/08/2019,0.2%.* LITHIUM: Australia's Pilbara Minerals Ltdexecuted a binding and operate a lithiumhydroxide and carbonate chemical conversion,reuters
196,"Argentina opposition candidate Fernandez meets with mining companies, governors",26/08/2019,"lithium mining sector, according to a press release about the meeting Lithium, Neo Lithium, Livent Corp, Posco, Antofalla Minerals, Newmont",reuters
197,"REFILE-UPDATE 2-Argentina opposition candidate Fernandez meets with mining companies, governors",26/08/2019,"forinvestments in the Vaca Muerta shale oil play and the country'slithium mining.Representatives from companies including Glencore Plc, Galan Lithium, Neo",reuters
198,"Australia's Pilbara Minerals, POSCO form JV to operate conversion facility in South Korea",26/08/2019,in South Korea to develop andoperate a lithium hydroxide and carbonate chemical conversionfacility.The lithium producer Pilbara,reuters
199,CORRECTED-UPDATE 1-Argentina opposition candidate Fernandez meets with mining companies -sources,26/08/2019,", lithium, gold, and silver,one of the sources added.Fernandez also said, Posco and GalaxyLithium America, attended the meeting, the sources said",reuters
200,Chilean miner SQM profits plunge alongside lithium price,22/08/2019,"producer of lithium, saw its profits plunge along with lithium prices by lower lithium sale prices,"" Chief Executive Ricardo Ramos said",reuters
201,"China's Tianqi Lithium first-half net profit slumps, clinches LG Chem supply deal",22/08/2019,"BEIJING (Reuters) - China's Tianqi Lithium Corp, one of the world's biggest lithium producers, said on Thursday its first-half net profit",reuters
202,"China's Tianqi Lithium H1 net profit slumps, clinches LG Chem supply deal",22/08/2019,"BEIJING, Aug 22 (Reuters) - China's Tianqi Lithium Corp, one of the world's biggest lithium producers, saidon Thursday its first-half net",reuters
203,Chile's SQM profits plummet on falling lithium prices,22/08/2019,", theworld's No. 2 producer of lithium, saw its quarterly earningsplummet results were mainly impacted by lowerlithium sale prices,"" Chief Executive",reuters
204,Australia's Wesfarmers says it won't pursue rare earths miner Lynas,22/08/2019,bid for lithium miner Kidman Resources  in May as part,reuters
205,Chile to account for costs of climate change in budget,20/08/2019,"and lithium mining industry thirsty for water, have forced Chilean officials",reuters
206,METALS-Copper ticks up on China stimulus hopes,19/08/2019,' Association said.* LITHIUM: China's Ganfeng Lithiumsaid on Sunday it had-Olaroz lithium brine project in Argentinato 50%.* PRICES: London,reuters
207,METALS-Copper rises on hopes of China stimulus,18/08/2019,"a deal yet.""* LITHIUM: China's Ganfeng Lithiumsaid on Sunday it had lithium brine project in Argentinato 50%.* COBALT: China's biggest",reuters
208,China's Ganfeng closes deal to raise stake in Argentina lithium project,18/08/2019,"BEIJING, Aug 18 (Reuters) - China's Ganfeng Lithiumsaid on Sunday-Olaroz lithiumbrine project in Argentina to 50%.Ganfeng, based",reuters
209,Australia's Orocobre invests in Advantage Lithium Corp placement,14/08/2019,"Lithium Corp  through a private placement lithium projects in Argentina, Orocobre said in a statement. The two",reuters
210,Vision Fund makes $110 million bet on renewable energy storage,14/08/2019,"storage, be it lithium ion, sodium-sulphur, lead-acid, among others",reuters
211,Vision Fund makes $110 mln bet on renewable energy storage,14/08/2019,"of battery storage,be it lithium ion, sodium-sulphut, lead-acid, among",reuters
212,Peru court orders indigenous governor of mining region to six years in prison,14/08/2019,"the highland region rich in gold, silver, tin, lithium and uranium to build a lithium and uranium mine in Puno, he has called",reuters
213,Peru court orders indigenous governor of mining region to 6 years in prison,14/08/2019,"governing the highland region rich in gold, silver,tin, lithium plans to build a lithium and uranium minein Puno, he has called",reuters
214,Australia's Argosy Minerals buys Nevada-based Tonopah lithium project,13/08/2019,"(Reuters) - Lithium-focused explorer Argosy Minerals Ltd on Wednesday the Tonopah Lithium Project in Nevada, United States.Argosy said the sale",reuters
215,RPT-COLUMN-Lead jumps again as Port Pirie smelter goes down again: Andy Home,13/08/2019,lithium-ion batteries are usedto actually propel the vehicle.Global,reuters
216,"Trump delays tariffs on Chinese cellphones, laptops, toys; markets jump",13/08/2019,", lithium ion batteries and snowblowers will also get tariffs on Sept. 1",reuters
217,COLUMN-Lead jumps again as Port Pirie smelter goes down again: Andy Home,13/08/2019,"battery tocontrol operating systems, while lithium-ion batteries",reuters
218,Global jitters help end Australian shares' four-day win streak,13/08/2019,"Lithium miners Galaxy Resources and Orocobre, both of whom have",reuters
219,"CORRECTED-Australian shares up for the day, but suffer worst week since November",09/08/2019,Areas bothtacked on more than 5%.Lithium miners Orocobre,reuters
220,China's CMOC seeks opportunities to beef up battery metals business -CEO,09/08/2019,"Cobalt, copper, nickel and lithium are expected to seeincreasing prices for cobalt and lithium havecrumpled this year on the back",reuters
221,"Australia shares edge up, led by banks and small miners; NZ rises too",08/08/2019,"The mining index saw meagre gains, mostlycontributed by lithium and nickel miners.Lithium miners Orocobre and Pilbara Mineralswere",reuters
222,"Albemarle to delay construction plans for 125,000 tons of lithium processing",08/08/2019,"delay construction plans for about 125,000 tons of additional lithium the world's top lithium producer is happening as trade tensions between",reuters
223,"Albemarle to delay construction of 125,000 tons of lithium processing capacity",08/08/2019,"construction of about 125,000 tons of additionallithium processing",reuters
