,headline,date,snippet,source
501,"Oro Blanco indirect stake sale in Chile's SQM fails, shares plummet",15/12/2016,"of an indirect stake in lithium and fertilizerfirm SQM after no suitable offers,"" Oro Blanco said in a statement.Shares in SQM fell 7.1 percent after",reuters
502,"Factbox: New mines, expansions in lithium",15/12/2016,"and chemical producer SQM  said it planned to invest around $30 with SQM in Argentina, billed as the third largest lithium brine",reuters
503,Chilean regulator draws up environmental charges against SQM: reports,04/12/2016,charges against lithium giant SQM for a series of alleged environmental SQM Salar Atacama project in northern Chile for a period of time,reuters
504,BRIEF-GIEAG Immobilien buys fully leased commercial properties in Karlsruhe,30/11/2016,"commercial properties in Karlsruhe with a total area of 32,300 sqm* Total",reuters
505,SQM quarterly profit more than quadruples as lithium prices boom,23/11/2016,"(Reuters) - Chile's SQM , one of the world's biggest quadrupled, powered by higher lithium prices.SQM, which also produces iodine",reuters
506,BRIEF-SQM Q3 reporting net income of $0.21 per ADR,23/11/2016,Nov 23 (Reuters) - Sociedad Quimica Y Minera De Chile Sa* SQM,reuters
507,Chile regulator says purchase of SQM stake may require public share offer,22/11/2016,Calichera must make a public offer toshareholders in fertilizer company SQM if the acquisition allowsthe purchaser to control SQM's board,reuters
508,BRIEF-SODIC expects to bring EGP 45-50 bln of inventory over 10 years,22/11/2016,"* With 5.5 million SQM of unutilized land, co expects tobring EGP 45",reuters
509,BRIEF-Migrationsverket signs new agreement with Fabege,22/11/2016,"with Fabege* Lease covers approximately 17,000 sqm of building's totaloffice space of 36,000 sqm, and will continue for a period",reuters
510,BRIEF-Fibra Uno buys mixed-use property in Guadalajara's Metropolitan Area,11/11/2016,"on Thursday it had acquired a plot of land with anarea of 43,607 sqm)property with a gross leasable area of 105,000 sqm, plus 225hotel",reuters
511,BRIEF-Fibra Uno buys FRIMAX portfolio,11/11/2016,"located in the State of Mexico with 623,529 sqm of grossleasable area",reuters
512,Fitch Rates Bright Galaxy's USD Notes Final 'BBB-',04/11/2016,more than 20 million sqm GFA ofaffordable housing projects,reuters
513,BRIEF-Greentown China Holdings Jan-Oct contracted sales of about RMB78.4 bln,03/11/2016,"billion,with an approximate average selling price of rmb21,287 per sqm",reuters
514,Chile holds line on lithium exploration limits despite price rise,02/11/2016,Major global lithium producers include Chile's SQM . (Editing by Alexander Smith),reuters
515,"BRIEF-Patrizia Immobilien acquires 223,000 sqm residential portfolio across Western Germany",02/11/2016,"Nov 2 (Reuters) - Patrizia Immobilien AG :* Acquires 223,000 sqm",reuters
516,Fitch Affirms Beijing Capital Land at 'BB+'; Outlook Stable,28/10/2016,"price (ASP) to CNY19,600/sqm. The higher ASP was mainly due to above CNY17,000/sqm in 2016, and aboveCNY20,000 in 2017-2018",reuters
517,Chile lithium firm SQM seeks to leave behind Pinochet legacy,27/10/2016,giant SQM ismoving into new countries and products and offering more royalty dispute with the government.SQM is one of the world'sbiggest,reuters
518,BRIEF-Entra signs two lease contracts at Papirbredden 3 in Drammen,27/10/2016,"5-year lease contract with Axactor Norway for1,060 sqmMunicipality for 1,870 sqmSource text for Eikon:Further company coverage: (Gdynia Newsroom)",reuters
519,Fitch Assign's Alam Sutera's USD245m Notes 'B+' Final Rating,26/10/2016,19 million square meters(sqm) available for development million sqm of landto CFLD annually for the next five years,reuters
520,"BRIEF-Immofinanz leases 6,300 sqm of office space to Coca-Cola HBC Austria",24/10/2016,"Oct 24 (Reuters) - Immofinanz AG* Leases 6,300 sqm of office space to Coca-Cola HBC Austria- new rentals totalling 12,000 sqm",reuters
521,Fitch Assigns First-Time 'BBB-' Rating to Beijing Capital Development,20/10/2016,The group has developed more than 20 million sqm GFA ofaffordable,reuters
522,"BRIEF-Kungsleden leases about 2,000 sqm in the property Lustgården 12 in Stockholm",19/10/2016,"with three tenants with a totalarea of approximately 2,000 sqm",reuters
523,"BRIEF-Kungsleden leases 2,600 sqm to Incoord in Danderyd",19/10/2016,"consultant Incoord Installationscoordinator for 2,568 sqmoffice",reuters
524,Fitch Assigns 'B+(EXP)' to Alam Sutera's Proposed US Dollar Notes,14/10/2016,The company had a land bank of over 19 million square meters(sqm of this agreement and is expected to sell around 1 million sqm of landto CFLD,reuters
525,Fitch Rates Modern Land's Proposed USD Notes 'B+(EXP)',12/10/2016,"available-for-sale land bank wasmerely 2.4 million square metres (sqm with attributable sales GFA of 545,000 sqm in 1H16. The land bank isenough for less",reuters
526,Fitch Affirms Alam Sutera at 'B+'; Outlook Negative,11/10/2016,"meters(sqm) available for development, with a carrying value of over of this agreement and is expected to sell around 1 million sqm of land",reuters
527,"BRIEF-Global Logistic Properties leases 32,000 sqm to Walmart in China",10/10/2016,"32,000 sqm (344,000 sq ft) to Walmart in ChinaSource text for Eikon: Further company coverage:",reuters
528,BRIEF-Entra signs new lease contracts in Sundtkvartalet in Oslo,10/10/2016,"with Knowit for 4,400 sqm and 5-year lease contract withTidal for 1,700 sqm in Sundtkvartalet in Oslo* Says property is now 70 pct pre-let",reuters
529,Electric car revolution brightens outlook for a medley of metals,05/10/2016,"in Argentina. Among South American companies, Chile's SQM",reuters
530,RPT-INSIGHT-Electric car revolution brightens outlook for a medley of metals,05/10/2016,"at a facility in Argentina.Among South American companies, Chile's SQM",reuters
531,INSIGHT-Electric car revolution brightens outlook for a medley of metals,05/10/2016,"American companies, Chile's SQM announced this month that it was investing",reuters
532,BRIEF-Societe de la Tour Eiffel signs commitment of purchase for an acquisition in Nanterre,05/10/2016,"of purchase for the acquisition of 85,000sqm in Nanterre for an amount",reuters
533,BRIEF-Photocat: Agreement with Quandt Dachbanen revised,04/10/2016,"of 600,000 sqm in 2017* Revised revenue from this client alone in 2016",reuters
534,BRIEF-Entra signs new and extends current lease contract in Kristiansand,04/10/2016,"a 20 year lease contract for a new school building of2,250 sqmfor 12,170 sqm by 6 years until 2038* New build is expected to be finalised",reuters
535,BRIEF-Elbit Imaging announces negotiations for Belgrade Plaza (Visnjicka),29/09/2016,", Belgrade Plaza will compriseapproximately 32,000 SQM of GLASource",reuters
536,BRIEF-Yanlord Land Group Limited acquires two development sites in Suzhou,26/09/2016,"with totalgfa of 106,232 sqm in Suzhou for rmb3.693 billion",reuters
537,BRIEF-Entra signs new lease contracts with law firm Hjort DA,22/09/2016,"lease contract for 6,300 sqm in Akersgata 51 untilSept. 30, 2021* Hjort has furthermore signed new 10-year contract for 5,100 sqm",reuters
538,"Chile's SQM says will boost annual lithium hydroxide capacity 7,500 tonnes",21/09/2016,"producer SQM will invest around $30 millionby the end of 2017 to increase in the production ofheavy-duty lubricants, though SQM CEO Patricio de Solminihac",reuters
539,RPT-COLUMN-The lithium supply battle starts to heat up: Andy Home,20/09/2016,"thrown its hat into the ring for the 23 percent stakeup for sale in SQM bid for the SQM stake, however, is a very clearstatement of intent",reuters
540,The lithium supply battle starts to heat up: Andy Home,20/09/2016,"for the 23 percent stake up for sale in SQM, another member of the lithium for a highly inflammatory cocktail.Tianqi's bid for the SQM stake, however",reuters
541,COLUMN-The lithium supply battle starts to heat up: Andy Home,20/09/2016,"for the 23 percent stakeup for sale in SQM, another member for a highly inflammatorycocktail.Tianqi's bid for the SQM stake",reuters
542,BRIEF-Austria's CA Immo buys Budapest office complex for 175 mln eur,19/09/2016,"office complex comprising 70,400 sqm in budapest* Sellers are trigranit",reuters
543,"BRIEF-Kungsleden leases 2,000 sqm to Granngården",19/09/2016,"with Granngården AB for 2,090 sqm retail space and 540 sqmland",reuters
544,Possible investigation of Chile's SQM may affect sale -analysts,16/09/2016,"government has opened an investigation into fertilizerproducer SQM could to be named.In a statement, SQM responded that it has been in constant",reuters
545,BRIEF-Magnolia Bostad acquires property in Helsingborg,15/09/2016,"28:4 of just over 26,700 sqm of land in Helsingborg* Property also includes about 6,500 sqm of industrial buildings* Sale of property",reuters
546,BRIEF-Conwert to sell commercial properties for around 335 mln eur,12/09/2016,"ofapproximately 207,000 sqm* Once negotiations are successfully",reuters
547,Fitch: Hydoo's Bond Rating Unchanged Following Tap Issuance,09/09/2016,land bank of 11 million sqm available for future development gives,reuters
548,Israeli fertiliser maker ICL won't bid for stake in Chile's SQM,05/09/2016,"potash and lithium producerSQM, a spokesman for the Israeli company was interested in investing in SQM, which is 30 percent heldby Potash",reuters
549,LATAM CLOSE-No deals price in LatAm primary market,01/09/2016,", supported by carry trades * Chile's SQM to buy stake",reuters
550,Chile's SQM to buy stake in Australia's Elemental Minerals,01/09/2016,SANTIAGO (Reuters) - Chilean chemical and fertilizer producer SQM in various potassium deposits in the Republic of Congo.SQM ,reuters
551,BRIEF-Round Hill buys Nordic logistics and industrial portfolio for about $200 million,01/09/2016,"approximately 326,000 sqm across Norway,Sweden and Denmark* The portfolio",reuters
552,"BRIEF-Varma, CapMan Nordic Real Estate Fund and Cavendo partnership acquires Heron City",01/09/2016,"* Purchases Heron City, 49,400 sqm landmark retail centre located in Kungens",reuters
553,Fitch: CR Land's Sales Growth to Pick Up After Asset Injection,31/08/2016,"square metre(sqm) of gross floor area (GFA). A land parcel in the same district was sold atCNY100,000 per sqm at an auction in August 2016",reuters
554,"After Chile buying spree, Wealth Minerals eyes rule changes",30/08/2016,"Atacama, where industry incumbents SQM ",reuters
555,"BRIEF-Kungsleden leases 5,400 sqm in Västerås",26/08/2016,"with three tenants in Västerås, totaling about 5,400 sqmSource text for Eikon",reuters
556,Exclusive: China's Ningbo Shanshan in bid to buy SQM stake – sources,25/08/2016,"Sociedad Quimica Y Minera (SQM), one of the world's biggest lithium for the region's raw materials.SQM B shares rose 3.4 percent in local trading",reuters
557,Fitch: China Overseas Land Turns Net Cash Positive; Poised for CITIC Acquisition,24/08/2016,") of 23.52 million square metres (sqm), which COLI willacquire for an average of CNY3,550 per sqm. Around 14.04 million sqm",reuters
558,BRIEF-Sociedad Quimica Y Minera De Chile SA reports Q2 net income $0.32 per ADR,24/08/2016,Aug 24 (Reuters) - Sociedad Quimica Y Minera De Chile SA* SQM,reuters
559,Fitch Assigns Modernland's USD57m Notes 'B' Final Rating,23/08/2016,"metre (sqm),and Modernland has sufficient land to continue developing",reuters
560,Fitch: Country Garden Bullish On Growth; Adds Land Aggressively,22/08/2016,"around 43.85 million square metres (sqm)of attributable GFA for about acquisitions in 2015, which amounted to 38.21 million sqm",reuters
561,Fitch Upgrades Modern Land to 'B+' from 'B'; Outlook Stable,21/08/2016,"square metres (sqm) in gross floor area (GFA) at end-June 2016,compared with attributable sales GFA of 625,000 sqm in 1H16. The land bank",reuters
562,"BRIEF-Kungsleden leases 1,300 sqm in Gothenburg to IronWorks Health & Fitness Center",19/08/2016,"Aug 19 (Reuters) - Kungsleden AB :* Leases 1,304 sqm to IronWorks",reuters
563,Fitch Assigns 'B(EXP)' to Modernland's Proposed US Dollar Notes,18/08/2016,"square metre (sqm),and Modernland has sufficient land to continue",reuters
564,Fitch: China's Strong Housing Sales to Decline to More Sustainable Level,17/08/2016,(sqm) of gross floor area (GFA). Sales volume is likely to fall due earlier. This sales volume is also 67% above the 750 million sqm,reuters
565,Fitch: Positive Rating Action Unlikely from Chinese Homebuilders' Strong Sales,17/08/2016,") was 1.25 billion square metres (sqm) at end-June 2016, the fourth sqm werealso 24% higher than the previous peak of 461 million sqm",reuters
566,"BRIEF-Kungsleden leases 2,000 sqm to Gothenburg City",17/08/2016,"Aug 17 (Reuters) - Kungsleden AB :* Leases 2,000 sqm to Gothenburg",reuters
567,BRIEF-DIC Asset acquires retail property portfolio worth 220 million euros,28/07/2016,"fund* Gross lettable area of around 75,000 sqm fully occupied",reuters
568,Lithium rivals SQM and Albemarle sign environment deal,21/07/2016,"SANTIAGO (Reuters) - SQM and Albemarle's Rockwood, two of the world's they operate, SQM said on Thursday.As part of the agreement, Santiago-based SQM",reuters
569,BRIEF-MPC Capital starts second micro living project in Berlin,20/07/2016,"acquired an office building on a 1,231 sqmsite in Leibnizstrasse in district",reuters
570,"BRIEF-Corem Property Group rents 12,000 sqm in Arlandastad",11/07/2016,"with ST Aerospace for 12,000 sqm in the property Märsta15:7 in Arlandastad",reuters
571,BRIEF-Eurosic signs divestment of 24 place vendome building in Paris,07/07/2016,"Vendome in Paris* Sale of 2,150 sqm building to Swisslife REIMSource text",reuters
572,"BRIEF-Kungsleden leases additional 1,000 sqm to Tobii in Danderyd Kontor",06/07/2016,"sqm to Tobii in Danderyd Kontor* After this new agreement Tobii leases 6,000 sqm in the property Bergudden 8Source text for Eikon",reuters
573,BRIEF-Entra renews lease contract with Police District West in Bergen,05/07/2016,"July 5 (Reuters) - Entra ASA :* Has renewed 14,500 sqm lease",reuters
574,Fitch Revises Modernland's Outlook to Negative; Affirms Ratings at 'B',01/07/2016,"per square metre (sqm),and Modernland has sufficient land to continue",reuters
575,"BRIEF-Kungsleden leases 1,700 sqm in Gothenburg",30/06/2016,"June 30 (Reuters) - Kungsleden AB :* Says leases 1,700 square meters in Gothenburg* Has signed two leasing agreements in properties Backa",reuters
576,Fitch Affirms Redco Properties at 'B'; Outlook Stable,30/06/2016,"squaremetre (sqm) as of end-2015, with more than 60% of the land was acquired before2013 at low average cost of around CNY300 per sqm",reuters
577,"BRIEF-Dic Asset rents approximately 4,400 sqm to GOLD INN Group",28/06/2016,"June 28 (Reuters) - Dic Asset AG* Rents approximately 4,400 sqm",reuters
578,Chilean politician put under house arrest in wide corruption scandal,23/06/2016,"company SQM from 2009 to 2013, then hiding the donations through falsified",reuters
579,"BRIEF-TLG Immobilien lets about 1,600 sqm in Berlin to CHECK24",23/06/2016,"June 23 (Reuters) - TLG Immobilien AG :* Lets approx. 1,600 sqm",reuters
580,BRIEF-Alstria Office says Deutsche Office leases out Frankfurt office space,22/06/2016,"leases 3,500 sqm in the Kastorbuilding (Frankfurt)* Says the 10-year",reuters
581,"BRIEF-Kungsleden re-negotiates and signs new 13,500 sqm lease agreement in Väsby",22/06/2016,"13,500 sqm lease agreement in Väsby* Jobman will remain as a tenant",reuters
582,"BRIEF-Eurosic on track to sell its ""between"" building",17/06/2016,"* Obtains permission to construct a 37,500 sqm building on10-12 Cours",reuters
583,"BRIEF-Affine Re to acquire 5,000 sqm office space in Lille, France",16/06/2016,"June 16 (Reuters) - Affine RE SA :* Will acquire 5,000 sqm of office a surface area of 5,053 sqm and arefully let for an amount of 676,000 euros",reuters
584,BRIEF-Altarea Cogedim named developer/investor in Issy-les-Moulineaux construction project,16/06/2016,"as developer/investor for the ""Issycoeur de Ville"" 100,000 sqm city center",reuters
585,"BRIEF-Kungsleden leases 1,000 sqm to Umia Stockholm AB in Västberga",16/06/2016,"June 16 (Reuters) - Kungsleden AB :* Says leases 1,000 sqm to Umia",reuters
586,"BRIEF-Rouge Resources to buy Pampas El Peñon Gold Project, Chile",15/06/2016,& 4.85 million sharesto be issued to SQM* Entered into binding letter,reuters
587,BRIEF-Fabege and 3 sign 10-year green rental agreement for office premises,08/06/2016,"green rental agreement foroffice premises covering about 14,700 sqm",reuters
588,"RPT-COLUMN-What price lithium, the metal of the future? Andy Home",06/06/2016,"of supply, Macquarie says.Chile's SQM and U.S. companies FMC Corp",reuters
589,"What price lithium, the metal of the future? Andy Home",06/06/2016,", Macquarie says. Chile's SQM and U.S. companies FMC Corp and Albemarle Corp",reuters
590,"COLUMN-What price lithium, the metal of the future? Andy Home",06/06/2016,Chile's SQM and U.S. companies FMC Corp andAlbemarle Corp dominate,reuters
591,Chile's SQM to boost potassium nitrate production capacity,02/06/2016,"SANTIAGO, June 2 (Reuters) - Chilean chemicals firm SQM said plant and improving operating efficiencies.SQM said it plans to build",reuters
592,BRIEF-LSR Group starts pre-sales in new residential project in Saint Petersburg,30/05/2016,* Says it is planned to build 2.5 million sqm of residentialreal estate,reuters
593,"Chile, SQM head to court after failing to reach agreement",25/05/2016,bring a recent dispute with fertilizer supplier SQM to court after it said it was beginning a new arbitration procedureagainst SQM due,reuters
594,BRIEF-SQM says qtrly EPS $0.22 per ADR,18/05/2016,May 18 (Reuters) - Sociedad Quimica Y Minera De Chile Sa* Says qtrly EPS $0.22 per ADR* Qtrly revenues totaled $391.8 million versus,reuters
595,Lithium - the commodity winner you can't buy: Russell,12/05/2016,", Chile's SQM, is also a major producer of chemicals and fertilizer of the struggling potash sector upon which SQM relies for much of its revenue",reuters
596,RPT-COLUMN-Lithium - the commodity winner you can't buy: Russell,12/05/2016,"LITHIUM PLAYSThe world's biggest lithium producer, Chile's SQM,is also sector upon which SQM relies for much of its revenue.Louisiana-based",reuters
597,COLUMN-Lithium - the commodity winner you can't buy: Russell,12/05/2016,"biggest lithium producer, Chile's SQM,is also a major producer, a reflection of the strugglingpotash sector upon which SQM relies",reuters
598,"BRIEF-Photocat: NOxOFF brand secures project on Tobacco city site in Soeborg, Denmark",11/05/2016,* The order size is about 10.000 sqm of pavement stone with the NOxOFF system,reuters
599,BRIEF-Immofinanz office portfolio occupancy up at nearly 82 pct by end of 2015/16,09/05/2016,"totalled approx. 388,000 sqm, or29 pct of total area, according",reuters
600,Chemicals firm SQM asks Chile to block Albemarle lithium project,05/05/2016,SANTIAGO (Reuters) - Chilean chemicals group SQM  asked,reuters
601,Chilean SQM's Argentina joint venture project to cost up to $600 mln,05/05/2016,"SANTIAGO, May 5 (Reuters) - SQM , the Chilean chemicals group, said-$600million in total expenditures.SQM and Lithium Americas signed",reuters
602,BRIEF-Publity Performance Fonds Nb. 7 acquires property at Dortmund airport,04/05/2016,"office and administration property with a size of 6,655 sqm in Airport",reuters
603,BRIEF-Buwog AG expands its property development activities to Hamburg,29/04/2016,"of approx.42,700 sqm in hamburg-bergedorf* Estimated total investment",reuters
604,"Potash Corp cuts 2016 profit forecast, dividend seen at risk",28/04/2016,", Arab Potash Co PLC  and Chile’s SQM ",reuters
605,BRIEF-Kungsleden signs 20-year lease agreement with Kista Hotel Apartments,28/04/2016,"the entire propertywith a total area of 6,000 sqm* Pening is expected",reuters
606,"BRIEF-Alstria Office Reit AG says leases 2,000 sqm in Dresden",19/04/2016,"April 19 (Reuters) - Alstria Office Reit AG* Says leases 2,000 sqm",reuters
607,BRIEF-Balder sells properties for SEK 320 mln,31/03/2016,"in Ulricehamn* Total lettable area is about 31,000 square meters (sqm), of which 30,000 sqm isresidential space* Possession to take place in Q3",reuters
608,Fitch: Longfor Continues to Benefit from Focus on Higher-Tier Chinese Cities,30/03/2016,of 35.7% to 1.5million sqm in 2015 from 2011 and we expect this to increase to 2.5 million sqmby 2017. Its investment-property revenue,reuters
609,"BRIEF-Genova Property Group signs new lease agreements for 6,300 sqm",30/03/2016,"agreements for 6,300 square meters (sqm)* Total annual rental value",reuters
610,Chile's SQM signs lithium joint venture project in Argentina,28/03/2016,"SANTIAGO, March 28 (Reuters) - Chilean chemicals firm SQMsaid.SQM and Lithium Americas said in a statement",reuters
611,BRIEF-Lithium Americas and SQM announce joint venture,28/03/2016,March 28 (Reuters) -* Lithium Americas and SQM announce joint of $25 million by SQM inexchange for a 50 percent stake in Minera Exar,reuters
612,Fitch Affirms China Resources Land at 'BBB+'; Outlook Stable,24/03/2016,) of nomore than 4.5 million sqm during 2016-2018. At this pace,reuters
613,Fitch: China Jinmao's Leverage to be Steady; Strong Sales Support,24/03/2016,"20million sqm at end-2015, which would sustain more than 10 years",reuters
614,Battery-hungry world turns to South America's 'lithium triangle',15/03/2016,"is the vast Salar de Atacama salt flat, where local firm SQM <SQM_pb.SN> and foreign-owned Rockwood have operations. SQM",reuters
615,"BRIEF-Kungsleden leases 2,300 sqm to Team Sportia",14/03/2016,"March 14 (Reuters) - Kungsleden Ab :* Kungsleden leases 2,300 sqm",reuters
616,BRIEF-Entra sells remaining part of the Ringstabekk project in Bærum,11/03/2016,sqm of commercialpremises and the eight remaining apartments,reuters
617,Lithium miners hunt for capital as demand for metal climbs,07/03/2016,", Bourassa said.Three large producers, SQM, Albemarle Corp and FMC Corp",reuters
618,Chile will not block foreign sale of lithium producer SQM: minister,06/03/2016,"takeover of lithium and potash producer SQM , Mining Minister Aurora Williams said on Sunday.A stake in Chile-based SQM is up",reuters
619,Fitch: Xinyuan's Weaker 2015 Margin Does Not Affect Ratings,03/03/2016,"square metre (sqm) in 4Q15 from CNY9,446 in 3Q2015.Fitch expects sqm at end-2015. Its land bank will last 2.3 years (based on 2015sales",reuters
620,"What to Watch in the Day Ahead - Tuesday, March 1",29/02/2016,the investmentbank.Global fertilizer and lithium supplier SQM releases,reuters
621,BRIEF-Kungsleden and Nobis sign lease agreement for new design hotel in Hagastaden,29/02/2016,"totals 15,000 sqm.* Annordia has served as advisors to Kungsleden",reuters
622,"What to Watch in the Week Ahead and on Monday, Feb 29",26/02/2016,"supplier, SQM, releasesfourth-quarter results on Tuesday. The opaque company",reuters
623,Fitch Affirms Hongkong Land at 'A'; Outlook Stable,17/02/2016,"square metres (sqm) in Central, making it the largest officelandlord",reuters
624,Fitch Downgrades Wanda to 'BBB'; Outlook Stable,03/02/2016,/sqm/month in 1H15 but webelieve that it can achieve low double,reuters
625,Fitch Affirms Wharf Holdings at 'A-'; Outlook Stable,27/01/2016,(sqm) of landbank in China for property development and property,reuters
626,"Chile pushes lithium development, puts state reserves up for tender",25/01/2016,"heats up.Major global lithium producers include Chile's SQM, U.S",reuters
627,Fitch Downgrades China South City To 'B' From 'B+'; Outlook Stable,22/01/2016,to 13.3 million square metres (sqm) as at end-September 2015 from 13.9 millionsqm at end-March 2015. Fitch expects leverage to hover,reuters
628,Fitch Downgrades Hydoo to 'B-' From 'B'; Outlook Stable,22/01/2016,Hydoo'slarge land bank of 10 million sqm available for future development,reuters
629,BRIEF-Potash Corp board to discuss dividend next week -CEO,21/01/2016,in Chile'sSQM Further company coverage: (Reporting By Rod Nickel),reuters
630,Fitch Affirms Times Property at 'B+'; Outlook Stable,20/01/2016,"Times had 10 million square metres (sqm) of land asof end-June 2015/sqm in 2015 (2014: CNY2.9bn with unit cost atCNY2,625/sq.m). Rising",reuters
631,"BRIEF-LSR Group plans to increase 2016 pre-sales of real estate by 13% to 700,000 sqm",19/01/2016,"Jan 19 (Reuters) -* LSR Group sees 2016 pre-sales of real estate at 700,000 square meters, up 13 pct versus year ago, thecompany's CFO",reuters
632,BRIEF-Immofinanz says Uniper to rent office space in Duesseldorf,11/01/2016,"rental success inDüsseldorf* Uniper to occupy approx. 28,000 sqm",reuters
633,Fitch Assigns First-Time 'BBB-' to China's Longfor Properties; Outlook Stable,11/01/2016,"In 1H15, around 32.5% of its 31 million sqmland bank was in western million sqm by 1H15 from 2011 and we expect thisto increase by another",reuters
634,BRIEF-Kuehne und Nagel unveils its Singapore Logistics Hub,04/01/2016,"Singapore Logistics Hub, a 50,000 sqm built-to-suit facility located",reuters
635,Chinese group eyeing indirect stake in Chile lithium producer SQM,28/12/2015,"SQM, one of the world's toplithium producers, the holding company in turn owns around 20percent of SQM, a major producer of lithium",reuters
636,Abraaj and Proparco reduce stake in pharma business Unimed,22/12/2015,"to a consortium of investors includingWashington-based SQM, Blakeney",reuters
637,Stake in top Chilean lithium producer SQM put on block,18/12/2015,"SANTIAGO, Dec 18 (Reuters) - A stake in Chile-based SQM, one, which in turn owns around 20 percent of SQM , a major producer",reuters
638,Fitch Upgrades China Overseas Land to 'A-'; Outlook Stable,18/12/2015,"injected 10.9 million squaremetres (sqm) of gross floor area (GFA, which increased its land bank by 29% to around 48.3million sqm",reuters
639,CORRECTED-Singapore cuts supply in first-half 2016 land sales programme,16/12/2015,", the sites can accommodate up to 7,420 homes and272,600 square metres (sqm 7,825homes and 277,580 sqm of commercial space was offered",reuters
640,"BRIEF-Corem rents out 5,000 sqm in Kumla",16/12/2015,"Dec 16 (Reuters) - Corem :* Rents out 5,000 sqm in Kumla* Has",reuters
641,"BRIEF-Kungsleden leases 1,300 sqm in Täby to MIPS AB",14/12/2015,"Dec 14 (Reuters) - Kungsleden AB :* Has signed a four year lease agreement with MIPS AB in Näsbypark, north of Stockholm* MIPS leases all",reuters
642,BRIEF-Kutahya Porselen to buy land and property for 20.0 mln lira,11/12/2015,"to buy factory building, 3,384.98 sqmland and an industrial storage",reuters
643,Chile court reverses market manipulation fine against LarrainVial,03/12/2015,in the manipulation of shares in holdingcompanies linked to the SQM fertilizer group.The regulator ruled that the brokers had helped SQM,reuters
644,Tesla sounds out lithium tie-up with Chilean miner Codelco: newspaper,03/12/2015,"Shares of Chile's SQM , one of the world's biggest",reuters
645,Tesla sounds out lithium tie-up with Chilean miner Codelco -newspaper,03/12/2015,"of Chile's SQM , one of theworld's biggest producers of lithium",reuters
646,"BRIEF-Publity acquires 46,000 sqm office building Bredeney in Essen",02/12/2015,"Dec 2 (Reuters) - Publity AG :* Acquires 46,000 sqm office building",reuters
647,Fitch Rates Golden Wheel Tiandi's Proposed Notes 'B(EXP)',30/11/2015,"(sqm) and 200,000 sqm for 2015-2017- Substantial sales to be achieved",reuters
648,BRIEF-TLG Immobilien leases space in 1alex office building to Visual Meta,23/11/2015,"Nov 23 (Reuters) - TLG Immobilien AG :* Lets 8,100 sqm of space",reuters
649,BRIEF-Corem signs ten-year lease agreement with Postnord Sverige AB,18/11/2015,"Nov 18 (Reuters) - Corem Property Group :* Rents 3,480 sqm",reuters
650,"What to Watch in the Day Ahead - Tuesday, Nov 17",16/11/2015,", and FINRA.Chile's SQM, the world's largest lithium producer which has been",reuters
651,"BRIEF-Affine acquires office complex of almost 11,000 sqm in Chaville",16/11/2015,"Nov 16 (Reuters) - Affine RE SA :* Acquires an office complex of almost 11,000 square metres in Chaville* Office complex acquired from LBO",reuters
652,BRIEF-Hemfosa Fastigheter signs 20-year lease with Quality Hotel Winn Haninge,16/11/2015,"(Najaden) property in Haninge* A total of 6,740 sqm will be refurbished",reuters
653,Chile's Oro Blanco seeks buyer or partner for SQM shares,13/11/2015,"SQM's indirect controllers, Oro Blanco, said late onThursdayaround 20 percent of SQM, the world's biggest producer of keybattery",reuters
654,Fitch Affirms FUNO's Ratings at 'BBB'; Outlook Stable,05/11/2015,approximately 6.8 millionsquare meters (sqm) of Gross Leasable Area that FUNO's GLA could increase at year-end 2015 to around 7 million sqm,reuters
655,Fitch Upgrades Beijing Capital Land to 'BB+'; Outlook Stable,30/10/2015,",with average land cost of CNY7,078 per square metre (sqm). BCL also of10.9 million sqm(attributable 8.95 million sqm) at end-2014, among",reuters
656,BRIEF-Icade signs two new leases in EQHO tower,06/10/2015,"tower, 3,717 sqm withthe laboratory Celgene, on 14th and 13th floors, and 1,858 sqmwith Mersen on the 12th floor* These new signatures raise",reuters
657,"BRIEF-DO Deutsche Office signs 10-year lease for 4,320 in Ismaning",30/09/2015,"for 4,320 sqm in its ""together""office building at Gutenbergstrasse 1",reuters
658,BRIEF-Entra terminates and signs new lease contracts at Langkaia 1 in Oslo,14/09/2015,"agreed on early termination for 7,400 square meters(sqm) office space* Signed a new lease contract with Resurs Bank for 1,450 sqm of vacated",reuters
659,BRIEF-Entra sells property in Arendal NOK 33 million,02/09/2015,"Agder* The property is 5,800 sqm and the transaction price is 33 million",reuters
660,"BRIEF-FastPartner leases 1,700 sqm to Må Bättre in Gävle",13/08/2015,"Aug 13 (Reuters) - FastPartner AB :* Says has signed 15-year lease contract with Må Bättre* Leases 1,700 square metres in the property",reuters
661,"BRIEF-DO Deutsche Office leases 2,800 sqm in Sigmund-Schuckert-Haus in Nuremberg",10/08/2015,"Aug 10 (Reuters) - DO Deutsche Office AG :* Leases 2,800 square metres in the Sigmund-Schuckert-Hausin Nuremberg, bringing it to full",reuters
662,BRIEF-Patrizia Immobilien says Patrizia France acquires office building in Brussels,29/07/2015,sqm office buildingof high environmental qualities* Purchase price,reuters
663,"LATAM WRAP-Region recovers losses, SQM bonds fall",10/07/2015,"in Chile, SQM saw its bonds drop by as much asthree points, after it failed a scandal over possibleillicit payments and fake tax receipts at SQM",reuters
